symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivput1080,ivput1080_rank
ABCB,58.0,,,57.09000015258789,3982998040.6455994,0.2438,49.0,0.2135,25.0,0.4214,77.0,0.2853,34.0,0.3284,69.0,0.2469,24.0,0.3669,81.0,0.2847,35.0
ABCL,30.0,,,2.309999942779541,688352262.9489899,0.5667,51.0,0.5067,33.0,0.9556,85.0,0.8793,83.0,0.6759,65.0,0.6219,61.0,0.8937,69.0,0.8749,88.0
ABEO,9.0,,,4.96999979019165,241212975.81720352,0.1765,1.0,0.4968,13.0,1.5284,80.0,,,0.4243,4.0,0.4746,4.0,1.0815,60.0,,
ABEV,31.0,,,2.2799999713897705,36259067326.12866,0.2,24.0,0.2011,30.0,0.2626,22.0,0.3672,37.0,0.3202,57.0,0.2441,49.0,0.2139,10.0,0.3457,23.0
ABG,58.0,,,218.1699981689453,4286036882.0281982,0.4455,72.0,0.3202,52.0,0.3549,46.0,0.3769,54.0,0.3608,47.0,0.2819,24.0,0.3825,56.0,0.3954,59.0
ABL,142.0,,,7.619999885559082,736431048.4599152,0.5865,,0.7594,,0.5118,,0.5548,,0.4618,,0.4941,,0.5118,,0.5525,
ABM,17.0,,,47.31999969482422,2944789829.008484,0.1765,32.0,0.2401,57.0,0.2754,48.0,0.3852,74.0,0.2994,60.0,0.2642,63.0,0.3028,63.0,0.3178,59.0
ABNB,44.0,,,120.69000244140625,74989529979.02344,0.3239,35.0,0.3018,36.0,0.366,36.0,0.3669,36.0,0.3977,52.0,0.2812,32.0,0.3926,22.0,0.4096,18.0
ABNY,,,,12.50100040435791,,0.2936,,0.2488,,,,0.8548,,0.3267,,0.212,,,,0.8548,
ABOS,137.0,,,1.190000057220459,71494965.43779373,0.7397,57.0,0.7441,53.0,,,,,0.6835,5.0,0.7258,24.0,,,,
ABR,36.0,,,11.760000228881836,2228578749.2942505,0.1426,25.0,0.1901,41.0,0.2959,56.0,0.3039,40.0,0.2957,60.0,0.299,65.0,0.2727,76.0,0.5869,77.0
ABSI,11.0,,,2.700000047683716,343801806.0717583,0.4978,7.0,0.521,2.0,1.1674,46.0,1.1543,,1.0631,99.0,0.9561,32.0,2.278,90.0,1.1393,
ABT,66.0,,,130.82000732421875,226883755102.53906,0.2575,80.0,0.2239,79.0,0.238,75.0,0.249,77.0,0.2071,57.0,0.1898,62.0,0.237,67.0,0.2313,38.0
ABUS,143.0,,,3.5,663222000.0,0.502,48.0,0.446,24.0,0.6258,12.0,0.6014,8.0,0.4087,14.0,0.4289,15.0,0.505,1.0,0.5587,2.0
ACA,30.0,,,79.97000122070312,3900616779.5410156,0.2786,48.0,0.224,25.0,0.3524,41.0,0.3983,57.0,0.2983,27.0,0.2676,25.0,0.3657,64.0,0.361,60.0
ACAD,31.0,,,17.06999969482422,2847088042.540039,0.2443,9.0,0.2331,1.0,0.5335,26.0,0.5271,24.0,0.4268,5.0,0.3849,9.0,0.4942,14.0,0.5002,12.0
ACB,52.0,,,4.429999828338623,243136553.57851982,0.5957,42.0,0.7173,63.0,0.5662,8.0,0.6368,10.0,0.8345,47.0,0.6432,39.0,0.7661,41.0,0.7797,12.0
ACCD,71.0,,,6.989999771118164,570934793.3052063,0.0262,1.0,0.0259,1.0,,,,,1.0781,85.0,0.4003,6.0,,,,
ACCO,37.0,,,4.369999885559082,405889959.3706131,0.4355,80.0,0.3203,59.0,0.4102,49.0,,,0.4486,84.0,0.3353,63.0,0.4102,59.0,,
ACDC,23.0,,,7.710000038146973,1234972386.1103058,0.4711,26.0,0.4764,23.0,0.717,63.0,0.7231,66.0,0.6806,59.0,0.6494,89.0,0.736,84.0,0.7385,78.0
ACEL,150.0,,,9.970000267028809,862502729.1006088,0.2588,35.0,0.1918,10.0,0.3572,15.0,,,0.2825,6.0,0.2688,21.0,0.3399,12.0,,
ACES,,,,23.059999465942383,,0.2486,20.0,0.1938,12.0,0.4783,83.0,0.4393,71.0,0.2863,10.0,0.2234,15.0,0.3523,74.0,0.3092,13.0
ACET,23.0,,,0.8299999833106995,68629212.62003183,1.2219,96.0,0.8398,89.0,,,,,0.6992,72.0,0.7543,84.0,,,,
ACGL,47.0,,,95.05999755859375,35715562042.72461,0.2282,73.0,0.1903,62.0,0.2225,56.0,0.2226,53.0,0.2658,85.0,0.215,69.0,0.2595,75.0,0.2671,77.0
ACHC,30.0,,,30.1200008392334,2798539637.9756927,0.2296,31.0,0.3278,59.0,0.4878,79.0,0.488,78.0,0.6361,96.0,0.4317,84.0,0.5303,93.0,0.5346,93.0
ACHR,30.0,,,7.260000228881836,3938332440.321533,0.7746,57.0,0.6589,42.0,0.8807,63.0,0.8907,51.0,1.1564,100.0,1.0236,100.0,0.8462,69.0,0.7648,10.0
ACHV,18.0,,,2.7799999713897705,96424577.00765133,0.5746,64.0,0.6712,69.0,2.2956,98.0,1.0126,32.0,0.5624,50.0,0.5679,21.0,2.2956,96.0,1.1076,40.0
ACI,80.0,,,21.6200008392334,12526174639.194214,0.234,22.0,0.1928,12.0,0.2418,7.0,0.2582,5.0,0.2482,14.0,0.25,15.0,0.1924,3.0,0.3079,5.0
ACIC,30.0,,,11.529999732971191,556306345.1162338,0.2985,47.0,0.316,32.0,0.4477,23.0,0.4445,6.0,0.547,42.0,0.4448,30.0,0.5323,31.0,0.5454,7.0
ACIU,16.0,,,1.9800000190734863,198811801.91516876,0.4387,33.0,0.4968,24.0,,,,,0.5086,2.0,0.5637,2.0,,,,
ACIW,30.0,,,54.279998779296875,5717637951.416016,0.2256,36.0,0.2185,25.0,0.3414,49.0,0.4012,66.0,0.3367,57.0,0.285,43.0,0.3615,69.0,0.3628,67.0
ACLS,47.0,,,49.709999084472656,1598380281.5620422,0.5115,59.0,0.3978,34.0,0.5202,54.0,0.4843,38.0,0.4419,24.0,0.4066,20.0,0.5317,60.0,0.5277,56.0
ACLX,30.0,,,67.95999908447266,3821200460.522461,0.4069,32.0,0.3806,8.0,0.4916,11.0,0.4653,7.0,0.525,44.0,0.5253,39.0,0.6308,26.0,0.6424,28.0
ACM,54.0,,,92.54000091552734,12279132721.481323,0.2,34.0,0.193,28.0,0.2734,34.0,0.272,31.0,0.225,14.0,0.2228,26.0,0.2831,31.0,0.263,14.0
ACMR,31.0,,,24.610000610351562,1553621955.531311,0.7,70.0,0.5618,57.0,0.693,68.0,0.6312,56.0,0.7783,62.0,0.5671,65.0,0.6434,50.0,0.6621,53.0
ACN,9.0,,,304.3299865722656,190652384498.70117,0.4888,94.0,0.2655,80.0,0.2345,51.0,0.2735,62.0,0.2594,68.0,0.2009,56.0,0.2792,74.0,0.2705,43.0
ACNB,65.0,,,41.060001373291016,432883276.4781952,0.224,,0.204,,,,0.311,,0.3845,,0.3238,,,,0.311,
ACNT,325.0,,,12.729999542236328,128299300.38642883,0.1897,16.0,0.3049,22.0,,,,,0.2806,1.0,0.335,1.0,,,,
ACR,24.0,,,21.09000015258789,157250204.6377182,0.4427,81.0,0.4259,82.0,0.3821,30.0,0.3744,22.0,0.3042,25.0,0.2996,26.0,0.3821,34.0,0.3744,27.0
ACRE,45.0,,,4.699999809265137,257827889.5368576,0.1319,31.0,0.2602,72.0,0.3198,57.0,,,0.3787,85.0,0.3206,85.0,0.4279,87.0,,
ACRS,30.0,,,1.590000033378601,177262743.72124672,0.4891,41.0,0.6391,53.0,1.6835,91.0,,,1.1556,80.0,0.9401,79.0,1.0815,73.0,,
ACT,53.0,,,34.400001525878906,5224741031.75354,0.2055,50.0,0.1842,36.0,0.2212,19.0,0.2506,28.0,0.1946,27.0,0.1832,19.0,0.2279,9.0,0.2506,10.0
ACTG,16.0,,,3.309999942779541,318044654.501915,0.1052,1.0,0.234,4.0,0.5172,31.0,,,0.3646,17.0,0.3305,11.0,0.4491,13.0,,
ACVA,38.0,,,14.130000114440918,2516962677.3452454,0.8147,92.0,0.5936,74.0,0.5807,39.0,0.5524,35.0,0.4796,41.0,0.4426,52.0,0.6687,86.0,0.6162,55.0
ACWI,,,,116.23999786376953,,0.1585,65.0,0.1014,56.0,0.2217,91.0,0.2214,86.0,0.1302,41.0,0.1012,49.0,0.1266,48.0,0.1869,48.0
ACWX,,,,55.81999969482422,,0.1065,30.0,0.0722,33.0,0.167,73.0,0.1711,62.0,0.1311,31.0,0.0868,40.0,0.1254,41.0,0.157,19.0
ACXP,12.0,,,0.40799999237060547,9228837.427425385,0.3571,12.0,0.4049,3.0,,,,,1.183,86.0,0.9953,82.0,,,,
ADAP,136.0,,,0.20600000023841858,55410499.71213055,2.6238,100.0,2.1684,100.0,,,,,0.9646,85.0,0.9162,73.0,,,,
ADBE,17.0,,,385.7099914550781,164389598358.1543,0.2797,57.0,0.2318,48.0,0.2743,41.0,0.2722,39.0,0.3911,78.0,0.2413,45.0,0.3503,72.0,0.3499,64.0
ADC,46.0,,,76.62999725341797,8226689985.137939,0.1192,22.0,0.133,12.0,0.1961,31.0,0.2092,28.0,0.1774,33.0,0.1803,32.0,0.1957,43.0,0.1964,16.0
ADCT,142.0,,,1.4900000095367432,144067504.92210388,0.4742,45.0,0.7054,71.0,,,,,1.2578,96.0,1.0017,95.0,,,,
ADEA,39.0,,,13.25,1436896250.0,0.4021,73.0,0.328,52.0,0.4291,21.0,0.4567,,0.55,100.0,0.3775,65.0,0.5289,80.0,0.439,
ADI,38.0,,,201.55999755859375,99968921349.1211,0.369,78.0,0.2234,46.0,0.3669,79.0,0.3579,74.0,0.3206,65.0,0.2634,63.0,0.2754,51.0,0.3444,71.0
ADM,53.0,,,47.869998931884766,22985067207.13806,0.2355,57.0,0.2069,53.0,0.2517,54.0,0.254,52.0,0.2677,65.0,0.2415,69.0,0.1968,18.0,0.3346,82.0
ADMA,26.0,,,20.260000228881836,4814080116.465759,0.4352,38.0,0.3751,15.0,0.4469,2.0,0.4722,2.0,0.6305,49.0,0.5541,32.0,0.5422,7.0,0.5599,8.0
ADNT,60.0,,,12.8100004196167,1200920937.5785217,0.8492,92.0,0.6266,91.0,0.5676,62.0,0.5883,67.0,0.4454,46.0,0.4263,54.0,0.5335,54.0,0.55,61.0
ADP,59.0,,,300.8299865722656,122398999873.28418,0.1645,50.0,0.1737,61.0,0.1946,57.0,0.1854,49.0,0.1663,35.0,0.1586,39.0,0.1824,32.0,0.253,68.0
ADPT,46.0,,,7.670000076293945,1139623951.335907,0.7685,67.0,0.6807,59.0,0.6832,28.0,0.8984,64.0,0.8019,65.0,0.8028,91.0,0.8293,70.0,0.8506,73.0
ADSE,,,,14.979999542236328,807066949.3373871,0.3327,,0.5399,,,,1.0889,,0.3305,,0.5234,,,,0.955,
ADSK,30.0,,,261.6300048828125,55727191040.03906,0.2242,30.0,0.1841,12.0,0.261,18.0,0.2939,32.0,0.2754,17.0,0.2205,7.0,0.3271,15.0,0.325,9.0
ADT,30.0,,,8.100000381469727,6937674432.329956,0.3154,55.0,0.2321,28.0,0.3567,38.0,0.3772,38.0,0.3728,35.0,0.2617,27.0,0.1685,2.0,0.4967,69.0
ADTN,142.0,,,8.899999618530273,710753969.5358276,0.3381,54.0,0.395,71.0,0.5117,78.0,0.5393,80.0,0.5352,85.0,0.5067,95.0,0.559,96.0,0.5672,94.0
ADUS,33.0,,,97.30000305175781,1768223225.4592896,0.2943,53.0,0.2893,45.0,0.3886,51.0,0.3925,55.0,0.3194,34.0,0.2835,17.0,0.2899,12.0,0.3181,16.0
ADV,22.0,,,1.4900000095367432,478899401.145195,0.7735,86.0,0.7942,90.0,,,,,0.6534,83.0,0.6628,89.0,,,,
ADVM,145.0,,,4.610000133514404,95899527.7774334,1.0027,88.0,0.9158,83.0,1.193,75.0,1.0715,71.0,0.7084,50.0,0.7482,51.0,1.7216,97.0,1.5073,99.0
AEE,44.0,,,99.69999694824219,26934753370.743164,0.1849,67.0,0.1547,51.0,0.1969,62.0,0.1809,36.0,0.1901,62.0,0.1734,56.0,0.176,52.0,0.2151,59.0
AEG,779.0,,,6.610000133514404,10833063013.05542,0.1968,27.0,0.1561,45.0,,,,,0.2895,46.0,0.1559,39.0,,,,
AEHR,75.0,,,7.880000114440918,242023959.51490402,0.5275,17.0,0.4575,3.0,1.0851,81.0,1.1509,88.0,0.9413,51.0,0.7305,40.0,0.7252,4.0,0.8631,44.0
AEIS,45.0,,,94.80000305175781,3591801475.6256104,0.445,62.0,0.4145,62.0,0.3263,13.0,0.5158,66.0,0.4197,44.0,0.357,40.0,0.3987,35.0,0.4022,35.0
AEM,44.0,,,107.36000061035156,54017540147.09473,0.2161,13.0,0.2062,9.0,0.3001,15.0,0.3004,14.0,0.3149,26.0,0.2461,15.0,0.3475,24.0,0.3369,15.0
AEO,17.0,,,11.420000076293945,1970109893.1617737,0.5186,78.0,0.4748,83.0,0.4518,63.0,0.4462,61.0,0.4634,74.0,0.3765,67.0,0.4374,71.0,0.4327,44.0
AEP,44.0,,,106.95999908447266,57115355991.119385,0.2116,74.0,0.1554,47.0,0.1969,68.0,0.1973,60.0,0.2013,70.0,0.1791,61.0,0.1374,22.0,0.2642,74.0
AER,31.0,,,102.16000366210938,19185750030.467773,0.1819,25.0,0.1547,10.0,0.2638,30.0,0.268,30.0,0.2158,21.0,0.2229,28.0,0.286,32.0,0.3129,40.0
AES,29.0,,,12.40999984741211,8834691202.09253,0.1651,17.0,0.2679,56.0,0.3679,72.0,0.3597,69.0,0.4281,84.0,0.3684,84.0,0.4226,81.0,0.3978,73.0
AESI,33.0,,,17.799999237060547,2949513415.9786377,0.2238,,0.2749,,0.3949,,0.4104,,0.4166,,0.3943,,0.3727,,0.5145,
AETH,,,,28.01099967956543,,0.4362,,0.0743,,0.6439,,0.6423,,0.5637,,0.2469,,0.6556,,0.6617,
AEVA,10.0,,,6.710000038146973,367128929.087162,1.4748,97.0,1.4561,98.0,0.8652,49.0,0.9688,68.0,0.9047,60.0,0.8,45.0,0.8557,59.0,0.8725,59.0
AEYE,17.0,,,11.260000228881836,139764752.8409958,0.5414,23.0,0.6091,23.0,0.8514,25.0,0.8289,18.0,0.9063,74.0,0.7847,35.0,0.9606,72.0,0.8705,16.0
AFCG,16.0,,,6.090000152587891,137609643.44787598,0.2065,27.0,0.2857,57.0,0.3088,34.0,,,0.4344,85.0,0.3642,100.0,0.3088,52.0,,
AFG,53.0,,,130.0399932861328,10921031199.995361,0.1788,53.0,0.18,61.0,0.159,17.0,0.2213,51.0,0.2257,62.0,0.1906,62.0,0.1855,38.0,0.2373,62.0
AFK,,,,17.549999237060547,,0.1754,43.0,0.1765,49.0,,,0.2985,,0.1985,41.0,0.1881,49.0,,,0.287,
AFL,52.0,,,109.80000305175781,59930486030.49512,0.1121,21.0,0.16,44.0,0.1927,46.0,0.2027,47.0,0.207,51.0,0.1756,47.0,0.1674,22.0,0.2576,56.0
AFMD,135.0,,,0.781000018119812,12802386.597025394,0.4181,20.0,0.5872,30.0,,,,,0.8178,57.0,0.8125,62.0,,,,
AFRM,51.0,,,46.20000076293945,14788481274.614624,0.6108,28.0,0.5395,19.0,0.742,36.0,0.7399,35.0,0.8085,34.0,0.6468,31.0,0.7266,31.0,0.7377,31.0
AFYA,16.0,,,17.8700008392334,1607699643.5028076,0.114,1.0,0.2004,1.0,0.3851,3.0,,,0.3436,20.0,0.282,8.0,0.3851,6.0,,
AG,37.0,,,6.760000228881836,3274206219.018921,0.3159,13.0,0.412,40.0,0.5213,42.0,0.5233,44.0,0.5923,50.0,0.4846,52.0,0.5563,28.0,0.5807,41.0
AGCO,51.0,,,93.52999877929688,6975654368.95752,0.4352,84.0,0.3246,75.0,0.3594,73.0,0.3452,66.0,0.3762,75.0,0.3274,77.0,0.3011,52.0,0.3731,67.0
AGEN,18.0,,,1.600000023841858,40738080.6070447,0.3981,25.0,0.592,47.0,1.7075,95.0,1.5413,95.0,0.8792,82.0,0.853,82.0,1.3891,88.0,1.5413,94.0
AGG,,,,98.7300033569336,,0.049,74.0,0.0297,56.0,,,0.1021,94.0,0.052,77.0,0.0363,74.0,,,0.0859,80.0
AGGY,,,,43.314998626708984,,0.0623,62.0,0.0295,28.0,,,,,0.0541,24.0,0.0359,44.0,,,,
AGI,38.0,,,26.56999969482422,11180575949.02295,0.2914,22.0,0.2587,11.0,0.3483,11.0,0.3429,9.0,0.3326,10.0,0.2819,3.0,0.3673,8.0,0.3832,8.0
AGIO,44.0,,,30.280000686645508,1734928975.3421783,0.5336,61.0,0.3953,30.0,0.5488,37.0,0.5198,31.0,0.6177,61.0,0.5353,57.0,0.7296,90.0,0.7313,90.0
AGL,32.0,,,4.489999771118164,1851240411.5513306,0.8239,88.0,0.6289,77.0,0.696,63.0,0.8332,82.0,1.0781,97.0,0.8998,100.0,0.7846,88.0,0.8255,90.0
AGM,36.0,,,188.5800018310547,1974338329.170227,0.2367,34.0,0.209,22.0,0.2322,8.0,0.218,2.0,0.2828,24.0,0.223,4.0,0.2489,6.0,0.2989,18.0
AGNC,61.0,,,9.520000457763672,8715217699.066162,0.144,43.0,0.2056,71.0,0.1123,14.0,0.2512,67.0,0.1801,52.0,0.1702,52.0,0.3077,81.0,0.2072,23.0
AGNG,,,,31.25,,0.1064,33.0,0.0605,20.0,0.1446,,,,0.1249,48.0,0.1021,37.0,0.1446,,,
AGO,30.0,,,87.2300033569336,4356161691.641235,0.242,47.0,0.2174,44.0,0.2735,42.0,0.2631,36.0,0.2616,45.0,0.1986,27.0,0.3074,50.0,0.2572,21.0
AGQ,,,,46.20000076293945,,0.6218,74.0,0.3094,45.0,0.5858,65.0,0.6293,72.0,0.5457,54.0,0.3382,45.0,0.5552,48.0,0.6404,54.0
AGRO,16.0,,,11.359999656677246,1136613405.6491852,0.175,17.0,0.2065,11.0,0.3748,41.0,0.5019,74.0,0.2848,19.0,0.2643,12.0,0.2695,1.0,0.3838,43.0
AGS,23.0,,,12.119999885559082,500465095.2744484,0.0185,1.0,0.0278,1.0,,,,,0.0489,3.0,0.0534,1.0,,,,
AGX,114.0,,,138.1199951171875,1874992745.715332,1.311,100.0,0.5664,96.0,0.629,91.0,0.6043,88.0,0.7121,100.0,0.5915,100.0,0.608,97.0,0.6199,97.0
AGYS,67.0,,,73.11000061035156,2044448057.067871,0.4315,65.0,0.2625,18.0,0.5254,74.0,0.5295,76.0,0.5693,79.0,0.4202,52.0,0.5519,85.0,0.5228,79.0
AGZ,,,,109.31999969482422,,0.0319,51.0,0.0184,25.0,,,,,0.0319,41.0,0.0289,71.0,,,,
AHCO,32.0,,,10.640000343322754,1434985011.4229126,0.2664,11.0,0.346,12.0,0.4284,5.0,0.4198,6.0,0.5464,22.0,0.4632,22.0,0.4543,9.0,0.4538,5.0
AHH,38.0,,,7.5,759900000.0,0.2682,71.0,0.2882,80.0,0.2657,39.0,0.2921,44.0,0.2736,77.0,0.2433,71.0,0.2161,28.0,0.325,57.0
AHR,30.0,,,30.43000030517578,4794702754.64502,0.2492,50.0,0.2624,94.0,0.3663,,0.3782,,0.29,59.0,0.3047,98.0,0.3816,,0.3725,
AI,31.0,,,21.809999465942383,2895037519.109726,0.381,62.0,0.3839,63.0,0.5799,57.0,0.5802,62.0,0.6816,78.0,0.6137,80.0,0.6572,68.0,0.6832,69.0
AIA,,,,72.5,,0.1765,36.0,0.0906,34.0,0.2502,71.0,0.2278,25.0,0.241,65.0,0.1212,63.0,0.1765,53.0,0.2276,7.0
AIBU,,,,27.329999923706055,,0.7131,,0.364,,0.7251,,0.5283,,0.5377,,0.3533,,0.5547,,0.5471,
AIEQ,,,,36.845001220703125,,0.2228,55.0,0.1361,44.0,0.263,66.0,0.2278,20.0,0.1869,44.0,0.1225,27.0,0.2077,55.0,0.2278,28.0
AIFU,,,,0.2199999988079071,12475187.932401896,1.2292,,1.44,,,,,,1.3313,,1.2857,,,,,
AIG,46.0,,,83.62000274658203,49614506420.677734,0.1139,16.0,0.1738,38.0,0.2558,54.0,0.261,54.0,0.2088,32.0,0.2029,45.0,0.2518,47.0,0.3014,55.0
AIN,31.0,,,69.37999725341797,2186732629.432678,0.3754,78.0,0.2663,59.0,0.4764,80.0,0.3453,48.0,0.3708,71.0,0.292,65.0,0.2945,46.0,0.3453,63.0
AIOT,47.0,,,5.590000152587891,740725330.2192688,0.5966,,0.5473,,0.6628,,0.7923,,0.7764,,0.681,,0.6977,,0.7135,
AIP,39.0,,,7.090000152587891,290322744.24819946,0.4375,25.0,0.4188,10.0,,,,,0.6589,21.0,0.5918,13.0,,,,
AIPI,,,,40.41999816894531,,0.3784,,0.1848,,0.2914,,0.4528,,0.2357,,0.1712,,0.1035,,0.5872,
AIQ,,,,36.540000915527344,,0.2566,60.0,0.1684,48.0,0.2567,61.0,0.2592,50.0,0.2174,46.0,0.1578,48.0,0.2573,63.0,0.2659,54.0
AIR,81.0,,,57.13999938964844,2052160222.0794678,1.0973,98.0,0.5824,92.0,0.3489,39.0,0.3175,23.0,0.413,66.0,0.2982,39.0,0.3263,33.0,0.3236,24.0
AIRG,235.0,,,3.8499999046325684,44501763.897657394,0.3893,44.0,0.4695,46.0,,,0.6332,61.0,0.6621,82.0,0.6194,76.0,,,0.6332,68.0
AIRR,,,,68.2699966430664,,0.2788,77.0,0.174,56.0,0.2568,67.0,0.285,78.0,0.2513,66.0,0.189,64.0,0.2405,59.0,0.2597,55.0
AIRS,15.0,,,2.2899999618530273,138445153.69377136,0.605,45.0,0.8412,70.0,0.9151,63.0,1.7568,95.0,0.9606,86.0,0.9708,100.0,0.9151,87.0,0.9545,62.0
AISP,29.0,,,4.239999771118164,134636104.73213196,1.1406,,1.1238,,0.8964,,1.1487,,1.3294,,1.3315,,0.6945,,2.9421,
AIT,59.0,,,225.52999877929688,8655232422.15271,0.3883,85.0,0.2476,65.0,0.3372,69.0,0.2923,47.0,0.325,73.0,0.2412,52.0,0.3143,66.0,0.3207,64.0
AIV,33.0,,,8.75,1242220000.0,0.1819,40.0,0.1829,40.0,0.3805,69.0,0.397,69.0,0.2277,52.0,0.2332,61.0,0.337,65.0,0.3579,64.0
AIVC,,,,43.3390007019043,,0.3076,,0.0613,,0.3,,0.2275,,0.2891,,0.176,,0.279,,0.2843,
AIVI,,,,44.06999969482422,,0.0958,28.0,0.0366,28.0,,,0.1789,,0.1278,57.0,0.0498,38.0,,,0.1789,
AIVL,,,,109.08999633789062,,0.1146,44.0,0.0672,41.0,0.1108,21.0,0.1375,18.0,0.1135,28.0,0.0656,25.0,0.107,24.0,0.151,22.0
AIYY,,,,4.949999809265137,,0.3067,,0.2901,,0.2532,,1.9525,,0.612,,0.4716,,0.3872,,1.9525,
AIZ,46.0,,,206.30999755859375,10478876764.996338,0.2413,68.0,0.2296,72.0,0.227,46.0,0.2384,51.0,0.2321,57.0,0.2055,55.0,0.2158,39.0,0.2439,42.0
AJG,58.0,,,340.760009765625,87144263823.49219,0.1874,64.0,0.1785,64.0,0.2074,57.0,0.2026,45.0,0.1992,64.0,0.1912,65.0,0.2137,63.0,0.2369,70.0
AKAM,37.0,,,80.05000305175781,12032956358.73413,0.2021,28.0,0.1772,21.0,0.2849,37.0,0.291,38.0,0.4874,73.0,0.2778,52.0,0.3621,51.0,0.3417,39.0
AKBA,16.0,,,1.909999966621399,506747805.8642235,1.9777,98.0,0.8672,81.0,0.8737,46.0,,,0.8801,69.0,0.6315,34.0,0.8332,35.0,,
AKR,46.0,,,21.030000686645508,2726203109.0126038,0.1833,42.0,0.1723,33.0,0.3298,51.0,0.8532,98.0,0.2287,51.0,0.2222,54.0,0.3298,57.0,0.8532,100.0
AKRO,29.0,,,42.720001220703125,3554586053.5705566,0.3075,14.0,0.4856,32.0,0.4586,7.0,0.5047,13.0,1.1011,71.0,0.541,24.0,0.5748,12.0,0.4907,3.0
AKYA,12.0,,,1.4299999475479126,71237449.38702583,0.6274,48.0,0.7412,52.0,,,,,0.8557,85.0,0.8495,90.0,,,,
AL,44.0,,,48.220001220703125,5389019116.424561,0.3559,76.0,0.2743,65.0,0.3549,66.0,0.3525,61.0,0.2978,59.0,0.2609,56.0,0.3489,71.0,0.3802,77.0
ALAB,47.0,,,60.779998779296875,10508678962.704102,0.6914,,0.5841,,0.8517,,0.856,,0.9782,,0.7099,,0.7305,,0.7463,
ALB,45.0,,,72.19000244140625,8487595157.043457,0.2703,46.0,0.3603,76.0,0.5169,91.0,0.5348,92.0,0.474,77.0,0.4121,83.0,0.4612,88.0,0.5335,95.0
