symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
ABG,120.0,,,226.25,,0.2299,22.0,0.2483,24.0,0.3398,39.0,0.3484,42.0,0.3569,46.0,0.3906,57.0,0.359,59.0,0.3681,49.0,0.372,49.0,0.376,51.0,20260116.0,35.0,245.0
ABL,204.0,,,7.710000038146973,,0.2156,,0.4331,,,,,,0.4544,,0.4219,,0.5012,,,,,,0.49,,20270115.0,35.0,609.0
ABM,79.0,,,52.27999877929688,,0.2589,60.0,0.1685,22.0,0.4365,83.0,0.4541,84.0,0.4717,85.0,0.3326,70.0,0.303,73.0,0.2812,54.0,0.2873,49.0,0.2934,49.0,20260116.0,35.0,245.0
ABNB,106.0,,,128.36000061035156,,0.3139,33.0,0.2037,7.0,0.3336,26.0,0.3274,23.0,0.3212,21.0,0.4605,59.0,0.35,52.0,0.3928,22.0,0.4029,20.0,0.413,20.0,20270115.0,7.0,609.0
ABNY,,,,11.62689971923828,,0.4103,,0.2169,,0.2674,,0.5022,,0.7371,,0.3799,,0.256,,0.2674,,0.5022,,0.7371,,20260116.0,35.0,245.0
ABOS,199.0,,,1.0499999523162842,,0.245,,0.5557,,,,,,,,0.7095,,0.7933,,,,,,,,20260116.0,35.0,245.0
ABR,98.0,,,9.84000015258789,,0.8003,98.0,0.5988,97.0,0.3212,63.0,0.3745,66.0,0.4278,74.0,0.4137,87.0,0.398,94.0,0.2538,71.0,0.4558,82.0,0.6577,87.0,20270115.0,7.0,609.0
ABSI,73.0,,,2.740000009536743,,0.2813,,0.5044,,0.995,,1.1428,,1.2907,,1.0719,,1.0176,,1.0833,,1.1057,,1.1281,,20251121.0,35.0,189.0
ABT,128.0,,,132.85000610351562,,0.157,44.0,0.1454,35.0,0.2276,71.0,0.2209,67.0,0.2142,62.0,0.2259,71.0,0.222,82.0,0.2134,51.0,0.2429,66.0,0.2724,76.0,20270115.0,7.0,609.0
ABUS,205.0,,,3.440000057220459,,0.4461,38.0,0.4342,21.0,0.8025,34.0,0.7266,19.0,0.6507,13.0,0.4793,27.0,0.4977,21.0,1.137,69.0,1.0071,59.0,0.8772,51.0,20270115.0,35.0,609.0
ACA,92.0,,,86.22000122070312,,0.3033,55.0,0.2089,17.0,0.2864,18.0,0.2954,16.0,0.3044,22.0,0.3786,66.0,0.3261,57.0,0.3342,37.0,0.3327,30.0,0.3312,30.0,20251219.0,35.0,217.0
ACAD,93.0,,,22.290000915527344,,0.2146,6.0,0.3524,20.0,0.4934,18.0,0.4927,17.0,0.492,16.0,0.575,32.0,0.516,43.0,0.4974,15.0,0.535,20.0,0.5725,27.0,20251219.0,35.0,217.0
ACB,114.0,,,5.519999980926514,,0.4896,27.0,0.5737,36.0,0.9209,48.0,0.9308,45.0,0.9407,45.0,0.7921,42.0,0.6345,38.0,0.737,34.0,0.7732,19.0,0.8095,16.0,20270115.0,35.0,609.0
ACCO,99.0,,,3.5899999141693115,,0.4142,77.0,0.2795,42.0,,,,,,,0.4913,89.0,0.3906,84.0,,,,,,,20251219.0,35.0,217.0
ACDC,85.0,,,7.929999828338623,,0.6614,,0.8078,,0.5886,,0.6888,,0.7891,,0.9802,,0.8427,,0.6426,,0.7934,,0.9442,,20251121.0,35.0,189.0
ACEL,212.0,,,11.25,,0.1054,1.0,0.1316,1.0,0.386,22.0,,,,,0.3339,28.0,0.3108,38.0,0.386,28.0,,,,,20260116.0,35.0,245.0
ACES,,,,24.479999542236328,,0.3233,49.0,0.1777,6.0,0.2946,19.0,0.3094,17.0,0.3242,23.0,0.34,34.0,0.2753,49.0,0.2262,4.0,0.2616,6.0,0.2969,8.0,20251219.0,35.0,217.0
ACET,85.0,,,0.7200000286102295,,1.0163,93.0,0.8166,87.0,,,,,,,1.0442,89.0,0.8984,92.0,,,,,,,20260116.0,35.0,245.0
ACGL,109.0,,,94.1999969482422,,0.26,81.0,0.1719,52.0,0.2498,70.0,0.2408,64.0,0.2319,57.0,0.2772,87.0,0.2377,83.0,0.2431,66.0,0.2501,68.0,0.2571,70.0,20251219.0,35.0,217.0
ACHC,92.0,,,22.850000381469727,,0.5611,90.0,0.3754,73.0,0.6208,92.0,0.614,92.0,0.6073,91.0,0.6179,95.0,0.4789,88.0,0.6507,100.0,0.6589,100.0,0.6671,100.0,20260116.0,35.0,245.0
ACHR,92.0,,,10.600000381469728,,0.3875,,0.588,,0.753,,0.7497,,0.7464,,1.1402,,1.0242,,0.7876,,0.7914,,0.7953,,20270115.0,7.0,609.0
ACHV,80.0,,,3.3399999141693115,,0.6547,,0.7071,,1.0014,,,,,,0.7433,,0.7394,,1.0014,,,,,,20251219.0,35.0,217.0
ACI,142.0,,,22.15999984741211,,0.1097,5.0,0.1635,9.0,0.1904,4.0,0.1926,2.0,0.1948,2.0,0.2936,15.0,0.2802,20.0,0.1632,2.0,0.2312,1.0,0.2993,3.0,20270115.0,7.0,609.0
ACIC,92.0,,,10.84000015258789,,0.3022,,0.2567,,0.3497,,0.3405,,0.3312,,0.3473,,0.4005,,0.4034,,0.4238,,0.4443,,20251121.0,35.0,189.0
ACIO,,,,40.2599983215332,,0.1269,,0.0921,,,,,,,,0.1499,,0.1191,,,,,,,,20251121.0,35.0,189.0
ACIU,78.0,,,1.6950000524520874,,0.4222,30.0,0.4805,20.0,,,,,,,0.4814,1.0,0.5839,7.0,,,,,,,20251121.0,35.0,189.0
ACIW,92.0,,,46.13999938964844,,0.3296,67.0,0.2801,52.0,0.3382,48.0,0.3886,61.0,0.439,75.0,0.4067,74.0,0.3447,69.0,0.3335,56.0,0.3412,60.0,0.349,62.0,20251121.0,35.0,189.0
ACLS,109.0,,,58.0,,0.4384,46.0,0.3689,26.0,0.4986,45.0,0.4928,41.0,0.487,39.0,0.5573,57.0,0.4957,56.0,0.5447,65.0,0.5486,65.0,0.5524,66.0,20251219.0,35.0,217.0
ACLX,92.0,,,63.68000030517578,,0.6368,,0.7045,,0.6753,,0.6967,,0.7181,,0.6242,,0.6616,,0.6586,,0.6625,,0.6664,,20251219.0,35.0,217.0
ACM,116.0,,,108.79000091552734,,0.1625,19.0,0.1544,8.0,0.2299,13.0,0.2353,13.0,0.2407,15.0,0.2534,31.0,0.2567,48.0,0.2579,14.0,0.2672,19.0,0.2766,26.0,20260417.0,35.0,336.0
ACMR,93.0,,,22.989999771118164,,0.5442,52.0,0.3749,32.0,0.587,51.0,0.5876,50.0,0.5882,50.0,0.8201,67.0,0.6269,72.0,0.6659,55.0,0.6718,54.0,0.6777,56.0,20270115.0,35.0,609.0
ACN,71.0,,,317.7300109863281,,0.199,51.0,0.121,14.0,0.2407,54.0,0.2391,51.0,0.2375,48.0,0.2982,75.0,0.2376,71.0,0.2543,61.0,0.2855,72.0,0.3167,77.0,20270115.0,7.0,609.0
ACNB,127.0,,,42.45000076293945,,0.2368,,0.2272,,0.3484,,0.3318,,0.3151,,0.2964,,0.3185,,0.3093,,0.3043,,0.2993,,20260116.0,35.0,245.0
ACNT,387.0,,,12.600000381469728,,0.1663,,0.17,,,,,,0.4922,,0.2765,,0.2987,,,,,,0.7366,,20251219.0,35.0,217.0
ACR,86.0,,,19.07999992370605,,0.3172,60.0,0.3868,76.0,0.4077,,0.3824,,0.3572,,0.3998,65.0,0.4044,83.0,0.4077,,0.3824,,0.3572,,20251121.0,35.0,189.0
ACRE,107.0,,,4.650000095367432,,0.3825,87.0,0.3007,81.0,0.4687,83.0,,,,,0.4724,95.0,0.398,94.0,0.6701,95.0,,,,,20251121.0,35.0,189.0
ACRS,92.0,,,1.4600000381469729,,0.7759,75.0,0.7577,69.0,1.3215,81.0,,,,,0.6685,45.0,0.7465,63.0,1.3215,85.0,,,,,20251219.0,35.0,217.0
ACT,115.0,,,35.650001525878906,,0.2337,64.0,0.2448,67.0,0.2912,49.0,0.2803,41.0,0.2694,37.0,0.2249,39.0,0.2282,41.0,0.2794,31.0,0.2745,20.0,0.2697,18.0,20260116.0,35.0,245.0
ACTG,78.0,,,3.829999923706055,,0.3264,37.0,0.331,24.0,0.8187,82.0,,,,,0.4408,35.0,0.3925,24.0,0.4128,6.0,,,,,20251121.0,35.0,189.0
ACVA,100.0,,,16.290000915527344,,0.3353,22.0,0.2744,2.0,0.4408,14.0,0.4692,,0.4977,,0.5109,51.0,0.5017,56.0,0.5294,23.0,0.533,,0.5367,,20251121.0,35.0,189.0
ACWI,,,,123.91000366210938,,0.1457,59.0,0.0969,53.0,0.1145,38.0,0.1579,66.0,0.2013,81.0,0.2222,81.0,0.1698,85.0,0.1104,24.0,0.1542,46.0,0.1979,59.0,20270115.0,35.0,609.0
ACWV,,,,118.04000091552734,,0.0799,45.0,0.0586,33.0,0.0844,43.0,0.11,57.0,0.1356,69.0,0.1374,79.0,0.1141,83.0,0.0802,43.0,0.1136,49.0,0.1471,53.0,20260116.0,35.0,245.0
ACWX,,,,59.65999984741211,,0.0933,24.0,0.0708,31.0,0.1088,20.0,0.1406,46.0,0.1725,62.0,0.1944,71.0,0.1325,77.0,0.1031,10.0,0.1385,22.0,0.1738,39.0,20251219.0,35.0,217.0
ACXP,74.0,,,0.3867000043392181,,0.2704,,0.5213,,,,,,,,1.1969,,0.9484,,,,,,,,20260116.0,35.0,245.0
ADAP,198.0,,,0.2730999886989593,,0.3612,12.0,0.7041,43.0,,,,,,,1.0951,91.0,1.0614,89.0,,,,,,,20251219.0,35.0,217.0
ADBE,79.0,,,413.3599853515625,,0.1493,15.0,0.1339,7.0,0.3705,75.0,0.3712,74.0,0.3719,74.0,0.404,81.0,0.2625,55.0,0.3501,72.0,0.3549,72.0,0.3597,72.0,20271217.0,7.0,945.0
ADC,108.0,,,74.4000015258789,,0.1382,33.0,0.1441,19.0,0.2172,43.0,0.1842,13.0,0.1513,3.0,0.2026,56.0,0.2067,62.0,0.1972,44.0,0.2033,35.0,0.2094,26.0,20260116.0,35.0,245.0
ADCT,204.0,,,2.7699999809265137,,1.2906,94.0,1.3956,98.0,1.0441,87.0,,,,,1.3945,99.0,1.0725,96.0,1.0441,92.0,,,,,20260116.0,35.0,245.0
ADEA,101.0,,,12.84000015258789,,0.3321,,0.2202,,0.4284,,0.4126,,0.3967,,0.4994,,0.3915,,0.4284,,0.4126,,0.3967,,20251219.0,35.0,217.0
ADI,100.0,,,215.75,,0.3612,76.0,0.2836,71.0,0.3075,59.0,0.3177,62.0,0.3279,65.0,0.4793,91.0,0.3698,89.0,0.3373,81.0,0.3385,78.0,0.3396,67.0,20270617.0,7.0,762.0
ADM,115.0,,,48.369998931884766,,0.2564,64.0,0.177,35.0,0.257,56.0,0.2552,54.0,0.2533,51.0,0.3096,75.0,0.271,82.0,0.2046,22.0,0.2662,53.0,0.3278,78.0,20270115.0,7.0,609.0
ADMA,88.0,,,19.770000457763672,,0.2707,8.0,0.3105,5.0,0.482,4.0,0.4886,3.0,0.4952,4.0,0.589,39.0,0.5856,38.0,0.6069,17.0,0.6179,19.0,0.6289,22.0,20270115.0,35.0,609.0
ADNT,122.0,,,15.979999542236328,,0.4979,63.0,0.2864,24.0,0.5091,51.0,0.5087,51.0,0.5082,52.0,0.5647,59.0,0.4992,71.0,0.5492,59.0,0.5562,62.0,0.5631,62.0,20260116.0,35.0,245.0
ADP,121.0,,,324.1199951171875,,0.1001,16.0,0.108,12.0,0.1573,28.0,0.1654,35.0,0.1735,41.0,0.2134,66.0,0.2051,73.0,0.2295,67.0,0.2328,63.0,0.2362,52.0,20270115.0,7.0,609.0
ADPT,108.0,,,9.3100004196167,,0.3464,10.0,0.4642,17.0,0.7884,45.0,0.9594,72.0,1.1305,87.0,0.8442,77.0,0.8209,95.0,0.9028,78.0,0.9412,85.0,0.9795,87.0,20260116.0,35.0,245.0
ADSE,,,,12.979999542236328,,0.4852,,0.9644,,,,,,1.3572,,0.438,,0.6155,,,,,,1.217,,20251121.0,35.0,189.0
ADSK,92.0,,,297.0,,0.1449,9.0,0.2237,28.0,0.2447,10.0,0.2488,12.0,0.2529,14.0,0.3163,37.0,0.2651,36.0,0.3138,7.0,0.3196,7.0,0.3253,10.0,20270617.0,7.0,762.0
ADT,92.0,,,8.270000457763672,,0.258,38.0,0.211,19.0,0.2891,23.0,0.2744,18.0,0.2598,14.0,0.2934,26.0,0.2768,35.0,0.1967,2.0,0.263,5.0,0.3293,31.0,20251121.0,35.0,189.0
ADTN,204.0,,,8.15999984741211,,0.262,35.0,0.314,46.0,0.5222,80.0,0.5136,77.0,0.505,74.0,0.5454,86.0,0.5318,96.0,0.532,92.0,0.5478,94.0,0.5636,93.0,20251121.0,35.0,189.0
ADUS,95.0,,,113.12999725341795,,0.2974,54.0,0.2744,39.0,0.2981,16.0,0.2922,12.0,0.2862,12.0,0.323,37.0,0.3086,20.0,0.3243,19.0,0.3248,18.0,0.3252,20.0,20260116.0,35.0,245.0
ADV,84.0,,,1.2400000095367432,,1.0161,96.0,0.8401,91.0,,,,,,,0.8193,100.0,0.7788,100.0,,,,,,,20251121.0,35.0,189.0
ADVM,207.0,,,2.259999990463257,,1.0605,90.0,0.8235,73.0,,,,,,,0.8918,74.0,0.9469,88.0,,,,,,,20251219.0,35.0,217.0
AEE,106.0,,,96.16999816894533,,0.1913,70.0,0.1655,60.0,0.1471,23.0,0.1844,44.0,0.2216,66.0,0.2059,74.0,0.2044,80.0,0.1963,69.0,0.1936,54.0,0.1908,40.0,20260116.0,35.0,245.0
AEG,841.0,,,7.130000114440918,,0.1524,14.0,0.1482,40.0,,,,,,,0.3504,62.0,0.2149,69.0,,,,,,,20260116.0,35.0,245.0
AEHR,137.0,,,9.960000038146973,,0.829,,0.6469,,0.6827,,0.6905,,0.6983,,0.9786,,0.7526,,0.7107,,0.7302,,0.7497,,20270115.0,35.0,609.0
AEIS,107.0,,,116.26000213623048,,0.3068,33.0,0.2493,13.0,0.4203,41.0,0.4215,41.0,0.4227,40.0,0.5832,79.0,0.4472,67.0,0.4297,48.0,0.4386,50.0,0.4475,53.0,20260116.0,35.0,245.0
AEM,106.0,,,118.16999816894533,,0.307,36.0,0.2397,23.0,0.3316,28.0,0.3329,28.0,0.3343,28.0,0.3736,40.0,0.2931,35.0,0.3646,33.0,0.3608,30.0,0.357,24.0,20270617.0,7.0,762.0
AEO,79.0,,,11.18000030517578,,0.5918,85.0,0.3918,69.0,0.8266,97.0,0.834,97.0,0.8413,97.0,0.6349,93.0,0.4935,86.0,0.4339,70.0,0.501,84.0,0.568,88.0,20270115.0,7.0,609.0
AEP,106.0,,,102.52999877929688,,0.1429,41.0,0.1467,41.0,0.1882,63.0,0.1908,61.0,0.1934,57.0,0.2156,77.0,0.2035,74.0,0.1436,25.0,0.2043,59.0,0.2649,75.0,20270115.0,35.0,609.0
AER,93.0,,,114.77999877929688,,0.1438,15.0,0.1511,9.0,0.2192,14.0,0.2178,13.0,0.2163,12.0,0.3009,46.0,0.2703,46.0,0.2765,28.0,0.287,31.0,0.2974,34.0,20270115.0,35.0,609.0
AES,91.0,,,10.050000190734863,,0.8141,95.0,0.5272,91.0,0.4304,81.0,0.4346,81.0,0.4388,81.0,0.4986,88.0,0.4133,87.0,0.3577,70.0,0.4725,85.0,0.5873,93.0,20270115.0,7.0,609.0
AESI,95.0,,,12.43000030517578,,0.2598,,0.334,,0.5389,,0.528,,0.5171,,0.5579,,0.4896,,0.4775,,0.5366,,0.5956,,20260116.0,35.0,245.0
AETH,,,,40.29290008544922,,0.4877,,0.2359,,0.8251,,0.8122,,0.7993,,0.493,,0.2099,,0.6329,,0.635,,0.6372,,20251219.0,35.0,217.0
AEVA,72.0,,,17.31999969482422,,0.9848,76.0,0.9845,87.0,1.0715,,1.0772,,1.0829,,1.0852,96.0,0.962,91.0,0.9007,,0.9272,,0.9536,,20270115.0,35.0,609.0
AEYE,79.0,,,12.31999969482422,,0.5199,,0.4853,,0.8523,,0.8506,,0.8488,,0.8663,,0.7893,,0.8945,,0.9004,,0.9064,,20251219.0,35.0,217.0
AFCG,78.0,,,4.96999979019165,,0.4568,,0.408,,,,,,,,0.5457,,0.4765,,,,,,,,20260116.0,35.0,245.0
AFG,115.0,,,122.98999786376952,,0.2264,69.0,0.1618,51.0,0.1495,12.0,0.1769,23.0,0.2043,42.0,0.2715,75.0,0.2238,71.0,0.1883,40.0,0.2132,55.0,0.2381,62.0,20251219.0,35.0,217.0
AFK,,,,19.030000686645508,,0.0915,,0.2614,,0.2274,,0.3138,,0.4003,,0.2484,,0.234,,0.2274,,0.3138,,0.4003,,20251219.0,35.0,217.0
AFL,114.0,,,102.80999755859376,,0.1744,48.0,0.1383,31.0,0.1835,41.0,0.1845,38.0,0.1855,36.0,0.2575,70.0,0.2241,70.0,0.1889,39.0,0.2275,54.0,0.2661,60.0,20270115.0,7.0,609.0
AFMD,197.0,,,0.0297999996691942,,13.3185,100.0,0.0,1.0,,,,,,,3.1724,100.0,0.0,1.0,,,,,,,20260116.0,35.0,245.0
AFRM,113.0,,,52.04999923706055,,0.569,23.0,0.4327,3.0,0.6352,13.0,0.6263,12.0,0.6174,10.0,0.8783,46.0,0.6961,39.0,0.7002,21.0,0.7064,22.0,0.7126,22.0,20270115.0,7.0,609.0
AFYA,78.0,,,18.15999984741211,,0.222,12.0,0.2849,14.0,,,,,,,0.3476,23.0,0.3082,12.0,,,,,,,20251219.0,35.0,217.0
AG,99.0,,,6.130000114440918,,0.4589,39.0,0.52,68.0,0.5252,43.0,0.529,45.0,0.5328,47.0,0.6477,65.0,0.5406,69.0,0.5943,50.0,0.6188,61.0,0.6433,69.0,20270115.0,7.0,609.0
AGCO,113.0,,,101.5199966430664,,0.2997,59.0,0.2201,38.0,0.3374,66.0,0.3418,66.0,0.3461,66.0,0.469,90.0,0.3864,90.0,0.3547,72.0,0.3635,70.0,0.3723,66.0,20251121.0,35.0,189.0
AGEN,80.0,,,3.200000047683716,,1.2044,93.0,1.0778,91.0,2.0154,97.0,1.7069,96.0,1.3983,93.0,1.0457,88.0,1.0486,93.0,1.5107,89.0,1.3171,87.0,1.1235,81.0,20251121.0,35.0,189.0
AGG,,,,97.86000061035156,,0.0626,86.0,0.0351,72.0,,,,,0.0998,93.0,0.0544,78.0,0.0441,82.0,,,,,0.0923,84.0,20251219.0,35.0,217.0
AGGY,,,,42.869998931884766,,0.0572,,0.0362,,,,,,,,0.0626,,0.0459,,,,,,,,20260116.0,35.0,245.0
AGI,100.0,,,25.670000076293945,,0.2783,19.0,0.2184,3.0,0.3884,21.0,0.3774,17.0,0.3665,14.0,0.43,37.0,0.3359,28.0,0.3957,18.0,0.3892,11.0,0.3826,8.0,20270115.0,35.0,609.0
AGIO,106.0,,,31.84000015258789,,0.2527,12.0,0.3195,10.0,0.5368,34.0,0.621,55.0,0.7051,75.0,0.6191,62.0,0.5795,69.0,0.6116,61.0,0.6095,59.0,0.6073,59.0,20251219.0,35.0,217.0
AGIX,,,,28.71999931335449,,0.3568,34.0,0.5076,100.0,0.2584,,,,,,0.2627,11.0,0.1893,100.0,0.2584,,,,,,,,
AGL,94.0,,,2.2300000190734863,,0.817,87.0,0.7049,84.0,0.7895,73.0,0.8394,78.0,0.8893,87.0,1.0395,95.0,0.9676,100.0,1.2659,98.0,1.011,97.0,0.7562,84.0,20270115.0,35.0,609.0
AGM,98.0,,,188.77999877929688,,0.3345,60.0,0.2093,22.0,0.2121,3.0,0.2256,2.0,0.239,5.0,0.2901,28.0,0.2672,32.0,0.2995,35.0,0.2956,22.0,0.2917,15.0,20251121.0,35.0,189.0
AGNC,123.0,,,9.109999656677246,,0.3101,86.0,0.2231,76.0,0.1091,13.0,0.1774,44.0,0.2456,65.0,0.2554,71.0,0.25,76.0,0.3034,80.0,0.3216,81.0,0.3399,66.0,20270115.0,7.0,609.0
AGNG,,,,31.31999969482422,,0.1434,,0.0779,,0.1351,,,,,,0.1837,,0.1492,,0.1351,,,,,,20260116.0,35.0,245.0
AGO,92.0,,,84.72000122070312,,0.1933,34.0,0.1639,23.0,0.2441,32.0,0.251,32.0,0.2579,34.0,0.2695,46.0,0.2289,41.0,0.2702,36.0,0.2855,37.0,0.3009,38.0,20260116.0,35.0,245.0
AGQ,,,,41.150001525878906,,0.4867,53.0,0.2519,25.0,0.4404,28.0,0.4874,38.0,0.5343,50.0,0.588,60.0,0.3369,44.0,0.5391,43.0,0.583,47.0,0.6269,51.0,20270115.0,7.0,609.0
AGRO,78.0,,,9.31999969482422,,0.1656,14.0,0.2235,18.0,0.4469,67.0,0.4638,69.0,0.4806,69.0,0.3924,73.0,0.302,38.0,0.4469,76.0,0.4638,76.0,0.4806,76.0,20251219.0,35.0,217.0
AGS,85.0,,,12.239999771118164,,0.0379,6.0,0.0514,8.0,,,,,,,0.057,7.0,0.0638,6.0,,,,,,,20260116.0,35.0,245.0
AGX,176.0,,,207.00999450683597,,0.2853,55.0,0.4652,91.0,0.8504,97.0,0.8133,97.0,0.7762,95.0,0.7284,100.0,0.6391,100.0,0.6829,100.0,0.6866,100.0,0.6904,100.0,20260116.0,35.0,245.0
AGYS,129.0,,,106.37000274658205,,1.184,97.0,0.7456,92.0,0.3783,36.0,0.3873,36.0,0.3963,39.0,0.6187,83.0,0.4562,61.0,0.4952,73.0,0.4974,73.0,0.4997,73.0,20260116.0,35.0,245.0
AGZ,,,,109.06999969482422,,0.0297,,0.0188,,,,,,0.1112,,0.033,,0.032,,,,,,0.1112,,20251121.0,35.0,189.0
AHCO,94.0,,,8.979999542236328,,0.4991,63.0,0.3889,28.0,0.4898,17.0,0.5188,27.0,0.5478,42.0,0.5731,36.0,0.4975,34.0,0.4675,14.0,0.4758,12.0,0.4841,14.0,20270115.0,35.0,609.0
AHH,100.0,,,6.989999771118164,,0.4816,96.0,0.3035,83.0,0.4052,75.0,0.5108,89.0,0.6165,95.0,0.3448,90.0,0.3146,88.0,0.3605,75.0,0.4885,90.0,0.6165,97.0,20251121.0,35.0,189.0
