symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
AAXJ,,,,81.13999938964844,,0.1303,34.0,0.0565,9.0,0.1226,9.0,0.1371,13.0,0.1516,22.0,0.2231,81.0,0.1332,87.0,0.162,35.0,0.1686,19.0,0.1752,9.0,20251219.0,35.0,217.0
AB,131.0,,,39.79999923706055,,0.2046,35.0,0.1661,10.0,0.219,24.0,0.2308,20.0,0.2426,20.0,0.3489,75.0,0.2989,63.0,0.1626,14.0,0.2614,37.0,0.3602,67.0,20260116.0,35.0,245.0
ABAT,215.0,,,1.3200000524520874,,0.3378,21.0,0.4762,42.0,1.0831,,1.0744,,1.0657,,1.4815,90.0,1.3831,100.0,1.0722,,1.069,,1.0657,,20251219.0,35.0,217.0
ABBV,137.0,,,190.8600006103516,,0.1141,14.0,0.1805,40.0,0.2941,85.0,0.2852,81.0,0.2763,75.0,0.2873,74.0,0.2832,85.0,0.2175,46.0,0.2763,74.0,0.3351,79.0,20270115.0,7.0,609.0
ABCB,138.0,,,60.52999877929688,,0.2437,49.0,0.1693,8.0,0.3187,51.0,0.2966,38.0,0.2746,27.0,0.3378,74.0,0.2835,55.0,0.3045,54.0,0.292,41.0,0.2795,30.0,20260116.0,35.0,245.0
ABCL,110.0,,,3.1600000858306885,,1.1149,96.0,0.9852,97.0,1.0447,92.0,1.0739,,1.1031,,0.7533,92.0,0.6986,82.0,0.9134,73.0,0.9086,,0.9039,,20260116.0,35.0,245.0
ABEO,89.0,,,5.96999979019165,,0.4249,19.0,0.4425,7.0,1.2879,69.0,1.0494,48.0,0.811,20.0,0.6396,16.0,0.6691,13.0,0.75,26.0,0.7805,24.0,0.811,25.0,20251219.0,35.0,217.0
ABEV,111.0,,,2.430000066757202,,0.1613,12.0,0.2023,30.0,0.198,3.0,0.2963,24.0,0.3946,52.0,0.2998,49.0,0.2589,55.0,0.198,6.0,0.2756,16.0,0.3532,26.0,20270115.0,35.0,609.0
ABFL,,,,69.69999694824219,,0.1334,,0.054,,0.1551,,0.1659,,0.1767,,0.2439,,0.1525,,0.1628,,0.1744,,0.186,,20251219.0,35.0,217.0
ABG,138.0,,,239.97999572753903,,0.3629,57.0,0.2355,19.0,0.3058,25.0,0.3184,30.0,0.3309,35.0,0.399,57.0,0.3593,59.0,0.3544,42.0,0.3594,43.0,0.3643,45.0,20260116.0,35.0,245.0
ABL,222.0,,,6.070000171661377,,0.5375,,0.7198,,0.9075,,0.855,,0.8024,,0.5565,,0.6365,,0.6779,,0.7829,,0.8879,,20270115.0,35.0,609.0
ABM,97.0,,,44.86000061035156,,0.6355,96.0,0.5502,97.0,0.3958,77.0,0.3693,69.0,0.3429,63.0,0.3652,75.0,0.3281,79.0,0.3157,67.0,0.3112,57.0,0.3067,54.0,20260116.0,35.0,245.0
ABNB,124.0,,,137.2100067138672,,0.25,20.0,0.2134,9.0,0.2436,2.0,0.2631,4.0,0.2826,9.0,0.4593,59.0,0.3486,52.0,0.3885,20.0,0.395,18.0,0.4014,14.0,20270115.0,7.0,609.0
ABNY,,,,12.130000114440918,,0.2298,,0.1823,,,,,,0.6503,,0.3769,,0.2557,,,,,,0.7002,,20260116.0,35.0,245.0
ABOS,217.0,,,1.1399999856948853,,1.1302,,0.8359,,,,,,,,0.7418,,0.8014,,,,,,,,20260116.0,35.0,245.0
ABR,116.0,,,10.380000114440918,,0.2468,62.0,0.2618,70.0,0.3938,77.0,0.4122,72.0,0.4306,74.0,0.4205,89.0,0.4038,94.0,0.2137,59.0,0.4,70.0,0.5862,76.0,20270115.0,7.0,609.0
ABSI,91.0,,,2.819999933242798,,0.6172,,0.6312,,1.1551,,1.1347,,1.1143,,0.9761,,0.9724,,1.155,,1.1404,,1.1258,,20251121.0,35.0,189.0
ABT,146.0,,,134.00999450683594,,0.1252,26.0,0.1692,53.0,0.204,59.0,0.2088,60.0,0.2137,62.0,0.2248,70.0,0.223,82.0,0.2508,74.0,0.2477,69.0,0.2446,51.0,20270115.0,7.0,609.0
ABUS,223.0,,,3.5799999237060547,,0.2485,10.0,0.3098,4.0,0.7353,24.0,,,,,0.4588,24.0,0.4884,19.0,0.9382,50.0,,,,,20270115.0,35.0,609.0
ACA,110.0,,,85.55999755859375,,0.1717,12.0,0.2103,18.0,0.2769,15.0,0.4238,69.0,0.5706,94.0,0.3799,67.0,0.3267,59.0,0.3306,33.0,0.3288,27.0,0.3271,27.0,20251219.0,35.0,217.0
ACAD,111.0,,,22.13999938964844,,0.2871,16.0,0.3001,8.0,0.5543,30.0,0.469,13.0,0.3837,3.0,0.5565,28.0,0.5097,41.0,0.4635,7.0,0.5029,14.0,0.5423,20.0,20251219.0,35.0,217.0
ACB,132.0,,,6.150000095367432,,0.5002,28.0,0.4312,12.0,1.4967,88.0,1.4614,88.0,1.426,84.0,0.8009,43.0,0.6383,38.0,0.6545,20.0,0.7588,17.0,0.8631,25.0,20270115.0,35.0,609.0
ACCO,117.0,,,3.549999952316284,,0.2872,43.0,0.2534,30.0,,,,,,,0.4861,89.0,0.3844,84.0,,,,,,,20251219.0,35.0,217.0
ACDC,103.0,,,9.8149995803833,,0.7354,,0.6434,,0.9743,,0.9352,,0.8962,,0.9863,,0.8584,,0.672,,0.7984,,0.9248,,20251121.0,35.0,189.0
ACEL,230.0,,,11.239999771118164,,0.314,50.0,0.2227,22.0,,,,,,,0.3306,28.0,0.2984,36.0,,,,,,,20260116.0,35.0,245.0
ACES,,,,26.3799991607666,,0.1686,4.0,0.174,5.0,0.3136,26.0,0.3412,28.0,0.3688,42.0,0.3406,34.0,0.2751,48.0,0.2424,7.0,0.2749,8.0,0.3073,12.0,20251219.0,35.0,217.0
ACET,103.0,,,0.7160000205039978,,0.643,74.0,0.7489,83.0,,,,,,,1.0244,87.0,0.8909,92.0,,,,,,,20260116.0,35.0,245.0
ACGL,127.0,,,91.13999938964844,,0.3399,91.0,0.2367,79.0,0.2116,50.0,0.2544,70.0,0.2973,82.0,0.2837,87.0,0.2441,85.0,0.2681,79.0,0.2642,76.0,0.2604,73.0,20251219.0,35.0,217.0
ACHC,110.0,,,21.1200008392334,,0.4023,77.0,0.4801,89.0,0.6863,96.0,0.6856,96.0,0.6849,95.0,0.6243,95.0,0.4863,88.0,0.6597,100.0,0.6604,100.0,0.6612,100.0,20260116.0,35.0,245.0
ACHR,110.0,,,10.380000114440918,,1.4328,,0.7182,,0.7248,,0.7329,,0.741,,1.0348,,0.9344,,0.8792,,0.8843,,0.8894,,20270115.0,7.0,609.0
ACHV,98.0,,,3.0999999046325684,,0.7742,,0.6841,,1.6631,,,,,,0.8028,,0.7768,,1.6631,,,,,,20251219.0,35.0,217.0
ACI,160.0,,,21.520000457763672,,0.1378,9.0,0.1633,9.0,0.3598,27.0,0.2999,8.0,0.24,4.0,0.2827,14.0,0.2479,15.0,0.2218,6.0,0.256,3.0,0.2903,3.0,20270115.0,7.0,609.0
ACIC,110.0,,,10.479999542236328,,0.1476,,0.2358,,0.3678,,0.4062,,0.4445,,0.358,,0.3892,,0.4477,,0.4338,,0.42,,20251121.0,35.0,189.0
ACIO,,,,40.75,,0.0745,,0.0599,,0.1437,,0.162,,0.1803,,0.1501,,0.1206,,0.1437,,0.162,,0.1803,,20251121.0,35.0,189.0
ACIU,96.0,,,1.940000057220459,,1.192,93.0,0.8924,84.0,,,,,,,0.5516,5.0,0.6224,16.0,,,,,,,20251121.0,35.0,189.0
ACIW,110.0,,,45.560001373291016,,0.2768,53.0,0.2055,19.0,0.3944,63.0,0.3545,52.0,0.3147,37.0,0.4005,73.0,0.3385,67.0,0.3425,62.0,0.3428,61.0,0.343,59.0,20251121.0,35.0,189.0
ACLS,127.0,,,68.95999908447266,,0.7826,85.0,0.5135,62.0,0.4671,33.0,0.4808,36.0,0.4946,41.0,0.5884,64.0,0.5064,59.0,0.5538,68.0,0.5504,66.0,0.547,64.0,20251219.0,35.0,217.0
ACLX,110.0,,,64.08999633789062,,0.2858,,0.386,,0.7062,,0.6378,,0.5694,,0.6003,,0.6449,,0.5789,,0.5834,,0.588,,20251219.0,35.0,217.0
ACM,134.0,,,113.05999755859376,,0.0897,3.0,0.1295,2.0,0.2352,15.0,0.226,10.0,0.2169,7.0,0.2541,32.0,0.2566,48.0,0.2599,15.0,0.2524,9.0,0.2448,4.0,20260417.0,35.0,336.0
ACMR,111.0,,,25.420000076293945,,0.5303,51.0,0.389,34.0,0.5128,45.0,0.4837,42.0,0.4546,38.0,0.7709,60.0,0.6002,69.0,0.6634,54.0,0.6617,52.0,0.66,52.0,20270115.0,35.0,609.0
ACN,89.0,,,314.3299865722656,,0.1796,44.0,0.1258,16.0,0.4659,94.0,0.471,94.0,0.4761,94.0,0.2963,75.0,0.2338,69.0,0.2542,61.0,0.2865,72.0,0.3188,77.0,20270115.0,7.0,609.0
ACNB,145.0,,,40.54999923706055,,0.3125,,0.2564,,0.5276,,0.4258,,0.324,,0.2958,,0.3162,,0.3064,,0.3015,,0.2966,,20260116.0,35.0,245.0
ACNT,405.0,,,12.510000228881836,,0.3794,,0.3596,,,,,,,,0.2655,,0.2937,,,,,,,,20251219.0,35.0,217.0
ACR,104.0,,,17.780000686645508,,0.142,10.0,0.2854,47.0,0.5514,,0.5452,,0.5391,,0.4035,66.0,0.4126,84.0,0.5514,,0.5452,,0.5391,,20251121.0,35.0,189.0
ACRE,125.0,,,4.849999904632568,,0.3268,80.0,0.2469,68.0,0.4197,76.0,,,,,0.4787,95.0,0.3994,94.0,0.4197,85.0,,,,,20251121.0,35.0,189.0
ACRS,110.0,,,1.440000057220459,,0.4372,32.0,0.579,42.0,2.4161,96.0,,,,,0.6593,43.0,0.7366,63.0,0.9374,63.0,,,,,20251219.0,35.0,217.0
ACT,133.0,,,35.869998931884766,,0.1489,22.0,0.1965,43.0,0.3175,57.0,0.2959,48.0,0.2743,39.0,0.2236,38.0,0.2284,41.0,0.3175,68.0,0.2959,44.0,0.2743,21.0,20260116.0,35.0,245.0
ACTG,96.0,,,3.7200000286102295,,0.2739,25.0,0.2827,13.0,0.7178,70.0,,,,,0.4428,36.0,0.3965,25.0,0.7178,80.0,,,,,20251121.0,35.0,189.0
ACVA,118.0,,,15.720000267028809,,0.4879,53.0,0.2797,3.0,0.5908,41.0,0.5759,,0.561,,0.5119,53.0,0.4974,56.0,0.5669,43.0,0.5568,,0.5467,,20251121.0,35.0,189.0
ACWI,,,,125.5199966430664,,0.0984,32.0,0.0628,20.0,0.1519,67.0,0.1412,55.0,0.1304,42.0,0.2227,81.0,0.1706,85.0,0.1258,47.0,0.1597,52.0,0.1936,55.0,20270115.0,35.0,609.0
ACWV,,,,117.12999725341795,,0.093,57.0,0.0529,24.0,0.1103,68.0,0.1168,64.0,0.1232,60.0,0.1384,80.0,0.1153,83.0,0.0984,63.0,0.1168,54.0,0.1351,32.0,20260116.0,35.0,245.0
ACWX,,,,59.9900016784668,,0.1073,31.0,0.0546,15.0,0.1409,55.0,,,,,0.195,71.0,0.1322,77.0,0.1338,51.0,,,,,20251219.0,35.0,217.0
ACXP,92.0,,,0.3070000112056732,,0.705,,0.6632,,,,,,,,1.1057,,0.8475,,,,,,,,20260116.0,35.0,245.0
ADAP,216.0,,,0.2540000081062317,,0.6976,57.0,0.8624,69.0,,,,,,,1.0979,91.0,1.0686,89.0,,,,,,,20251219.0,35.0,217.0
ADBE,97.0,,,401.7300109863281,,0.3865,78.0,0.2174,40.0,0.235,24.0,0.2338,23.0,0.2327,23.0,0.3509,67.0,0.2582,53.0,0.3381,61.0,0.3435,62.0,0.3488,63.0,20271217.0,7.0,945.0
ADC,126.0,,,73.72000122070312,,0.0967,11.0,0.1416,17.0,0.1525,9.0,0.1536,2.0,0.1548,3.0,0.1994,54.0,0.2071,63.0,0.1948,43.0,0.1942,25.0,0.1937,14.0,20260116.0,35.0,245.0
ADCT,222.0,,,3.380000114440918,,0.728,72.0,1.0701,92.0,,,,,1.462,97.0,1.0178,85.0,0.9308,92.0,,,,,1.0143,90.0,20260116.0,35.0,245.0
ADEA,119.0,,,13.239999771118164,,0.4414,,0.3142,,0.3722,,,,,,0.4896,,0.3791,,0.3722,,,,,,20251219.0,35.0,217.0
ADI,118.0,,,231.8000030517578,,0.3473,73.0,0.2134,40.0,0.2716,45.0,0.2706,43.0,0.2695,41.0,0.4831,92.0,0.3687,89.0,0.2946,64.0,0.3258,72.0,0.357,78.0,20270617.0,7.0,762.0
ADM,133.0,,,54.15999984741211,,0.2738,69.0,0.2981,85.0,0.2856,69.0,0.274,63.0,0.2624,57.0,0.3166,76.0,0.2729,82.0,0.2157,28.0,0.2858,68.0,0.3558,89.0,20270115.0,7.0,609.0
ADMA,106.0,,,20.39999961853028,,0.474,46.0,0.4649,34.0,0.4083,1.0,0.4126,1.0,0.4169,1.0,0.5764,36.0,0.5803,37.0,0.5792,12.0,0.5856,11.0,0.5921,13.0,20270115.0,35.0,609.0
ADNT,140.0,,,19.13999938964844,,0.535,69.0,0.4677,68.0,0.4417,38.0,0.4636,42.0,0.4856,48.0,0.5803,63.0,0.4987,71.0,0.5107,51.0,0.5226,53.0,0.5344,57.0,20260116.0,35.0,245.0
ADP,139.0,,,307.9100036621094,,0.155,46.0,0.1833,66.0,0.1685,40.0,0.168,37.0,0.1676,35.0,0.2131,66.0,0.2056,73.0,0.1866,36.0,0.2169,51.0,0.2473,63.0,20270115.0,7.0,609.0
ADPT,126.0,,,10.289999961853027,,0.3073,7.0,0.4481,15.0,0.731,36.0,0.676,24.0,0.6209,15.0,0.8254,72.0,0.8068,92.0,0.7914,65.0,0.7156,49.0,0.6398,18.0,20260116.0,35.0,245.0
ADSE,,,,12.0,,0.5134,,0.8361,,,,,,1.3609,,0.5825,,0.6907,,,,,,1.3609,,20251121.0,35.0,189.0
ADSK,110.0,,,299.29998779296875,,0.2152,26.0,0.1618,5.0,0.2266,5.0,0.2306,6.0,0.2347,7.0,0.2888,25.0,0.2618,35.0,0.3102,6.0,0.3157,6.0,0.3213,7.0,20270617.0,7.0,762.0
ADT,110.0,,,8.270000457763672,,0.2854,46.0,0.2388,30.0,0.3474,36.0,0.3541,34.0,0.3608,35.0,0.3045,27.0,0.2818,36.0,0.335,37.0,0.3458,36.0,0.3567,36.0,20251121.0,35.0,189.0
ADTN,222.0,,,7.730000019073486,,0.4927,79.0,0.3732,65.0,0.615,91.0,0.605,90.0,0.595,88.0,0.5539,87.0,0.5319,96.0,0.5681,97.0,0.5664,96.0,0.5648,93.0,20251121.0,35.0,189.0
ADUS,113.0,,,114.44000244140624,,0.3913,76.0,0.3106,53.0,0.2813,11.0,0.2724,8.0,0.2634,8.0,0.3271,38.0,0.3129,24.0,0.3004,13.0,0.3048,13.0,0.3093,14.0,20260116.0,35.0,245.0
ADV,102.0,,,1.5499999523162842,,1.1901,99.0,1.025,95.0,,,,,,,0.9088,100.0,0.8386,100.0,,,,,,,20251121.0,35.0,189.0
ADVM,225.0,,,2.470000028610229,,1.2778,95.0,0.8478,76.0,,,,,,,0.9241,75.0,0.963,89.0,,,,,,,20251219.0,35.0,217.0
AEE,124.0,,,94.80999755859376,,0.1448,46.0,0.1457,44.0,0.2677,89.0,0.2304,76.0,0.1931,46.0,0.2058,74.0,0.2038,80.0,0.1585,38.0,0.1842,45.0,0.2099,55.0,20260116.0,35.0,245.0
AEG,859.0,,,7.019999980926514,,0.1905,25.0,0.1044,9.0,,,,,,,0.3481,62.0,0.2136,69.0,,,,,,,20260116.0,35.0,245.0
AEHR,155.0,,,11.779999732971191,,0.6447,,0.616,,0.7379,,0.8618,,0.9858,,0.9968,,0.7648,,0.6915,,0.7632,,0.8349,,20270115.0,35.0,609.0
AEIS,125.0,,,125.26000213623048,,0.3333,39.0,0.2593,17.0,0.4582,54.0,0.4407,47.0,0.4232,41.0,0.5838,79.0,0.449,67.0,0.408,39.0,0.4082,37.0,0.4084,37.0,20260116.0,35.0,245.0
AEM,124.0,,,124.01000213623048,,0.3321,43.0,0.239,22.0,0.3274,27.0,0.3235,25.0,0.3196,22.0,0.376,40.0,0.2953,35.0,0.3682,35.0,0.3642,31.0,0.3603,26.0,20270617.0,7.0,762.0
AEO,97.0,,,9.699999809265137,,0.605,86.0,0.4006,71.0,0.5434,79.0,0.5312,77.0,0.5189,75.0,0.6049,92.0,0.5019,89.0,0.598,96.0,0.5303,87.0,0.4626,59.0,20270115.0,7.0,609.0
AEP,124.0,,,101.91000366210938,,0.1005,17.0,0.1242,22.0,0.2006,70.0,0.2568,87.0,0.3129,92.0,0.2111,75.0,0.2007,73.0,0.139,23.0,0.2,54.0,0.2609,73.0,20270115.0,35.0,609.0
AER,111.0,,,115.86000061035156,,0.1405,14.0,0.1375,6.0,0.2053,9.0,0.256,27.0,0.3066,40.0,0.2973,44.0,0.2669,45.0,0.2475,15.0,0.2604,18.0,0.2733,23.0,20270115.0,35.0,609.0
AES,109.0,,,11.460000038146973,,0.2858,57.0,0.3422,76.0,0.5618,90.0,0.6278,91.0,0.6938,94.0,0.4992,88.0,0.412,87.0,0.3524,68.0,0.4586,84.0,0.5647,92.0,20270115.0,7.0,609.0
AESI,113.0,,,14.420000076293944,,0.3905,,0.3325,,0.5578,,0.5226,,0.4873,,0.5695,,0.492,,0.4405,,0.4955,,0.5505,,20260116.0,35.0,245.0
AETH,,,,37.45000076293945,,0.6897,,0.1492,,0.6581,,0.7308,,0.8036,,0.47,,0.1841,,0.6083,,0.6318,,0.6554,,20251219.0,35.0,217.0
AEVA,90.0,,,25.75,,0.7414,50.0,0.7888,57.0,1.1313,,1.1304,,1.1296,,1.1114,99.0,0.9741,92.0,0.9842,,1.0076,,1.031,,20270115.0,35.0,609.0
AEYE,97.0,,,11.649999618530272,,0.4828,,0.3624,,1.0572,,0.9652,,0.8732,,0.7475,,0.7574,,0.9136,,0.8932,,0.8728,,20251219.0,35.0,217.0
AFCG,96.0,,,4.389999866485596,,1.4352,,0.7713,,0.6552,,,,,,0.6409,,0.5129,,0.5012,,,,,,20260116.0,35.0,245.0
AFG,133.0,,,123.97000122070312,,0.1954,59.0,0.1799,61.0,0.1924,40.0,0.2168,51.0,0.2412,60.0,0.2707,75.0,0.2219,71.0,0.2218,60.0,0.2452,66.0,0.2687,73.0,20251219.0,35.0,217.0
AFK,,,,19.61000061035156,,0.1182,,0.1974,,0.2258,,0.308,,0.3901,,0.2515,,0.2358,,0.2258,,0.308,,0.3901,,20251219.0,35.0,217.0
AFL,132.0,,,102.72000122070312,,0.1615,43.0,0.1625,45.0,0.1865,42.0,0.2007,48.0,0.2149,54.0,0.2494,69.0,0.2204,69.0,0.1846,36.0,0.2184,48.0,0.2522,54.0,20270115.0,7.0,609.0
AFMDQ,,,,0.0820000022649765,,1.8993,,3.9363,,,,,,,,0.0,,0.0,,,,,,,,,,
AFRM,131.0,,,60.84999847412109,,0.6053,27.0,0.409,2.0,0.5755,4.0,0.5649,3.0,0.5542,3.0,0.8745,45.0,0.6863,36.0,0.6726,14.0,0.6775,16.0,0.6824,18.0,20270115.0,7.0,609.0
AFYA,96.0,,,18.290000915527344,,0.1585,3.0,0.3165,20.0,,,,,,,0.3383,16.0,0.3086,12.0,,,,,,,20251219.0,35.0,217.0
AG,117.0,,,8.270000457763672,,0.1704,1.0,0.3855,31.0,0.5547,53.0,0.5611,55.0,0.5674,57.0,0.6729,71.0,0.5457,72.0,0.5808,42.0,0.55,22.0,0.5192,9.0,20270115.0,7.0,609.0
AGCO,131.0,,,103.08999633789062,,0.2255,36.0,0.2243,40.0,0.4235,87.0,0.3973,82.0,0.3711,74.0,0.4686,90.0,0.3837,90.0,0.3534,71.0,0.3598,68.0,0.3662,63.0,20251121.0,35.0,189.0
AGEN,98.0,,,5.139999866485596,,1.3139,94.0,1.0267,90.0,1.9352,96.0,1.6836,96.0,1.432,93.0,1.1317,90.0,1.0831,94.0,1.0359,75.0,1.136,81.0,1.2361,86.0,20251121.0,35.0,189.0
AGG,,,,97.76000213623048,,0.056,81.0,0.0282,50.0,0.0547,76.0,0.0642,81.0,0.0738,79.0,0.0551,79.0,0.0432,82.0,0.0547,85.0,0.0744,88.0,0.0941,85.0,20251219.0,35.0,217.0
AGGY,,,,43.09000015258789,,0.0605,,0.0294,,,,,,,,0.0633,,0.0452,,,,,,,,20260116.0,35.0,245.0
AGI,118.0,,,26.8700008392334,,0.2677,17.0,0.2557,11.0,0.5411,67.0,0.4926,54.0,0.4441,37.0,0.4233,35.0,0.335,28.0,0.3593,5.0,0.3978,16.0,0.4363,28.0,20270115.0,35.0,609.0
AGIO,124.0,,,35.75,,0.3368,25.0,0.4182,37.0,0.5592,39.0,0.5726,42.0,0.5861,47.0,0.481,30.0,0.5127,53.0,0.6506,71.0,0.6449,69.0,0.6392,67.0,20251219.0,35.0,217.0
AGIX,,,,30.549999237060547,,0.1704,7.0,0.1028,100.0,0.2672,,0.2698,,0.2724,,0.3734,23.0,0.2542,100.0,0.2672,,0.2698,,0.2724,,,,
AGL,112.0,,,2.180000066757202,,0.5046,66.0,0.607,75.0,0.9612,89.0,0.8917,84.0,0.8222,81.0,1.0106,95.0,0.9549,100.0,0.9877,96.0,0.9261,95.0,0.8645,92.0,20270115.0,35.0,609.0
AGM,116.0,,,186.6499938964844,,0.3929,71.0,0.242,36.0,0.2604,17.0,0.2779,18.0,0.2953,23.0,0.2988,33.0,0.2736,35.0,0.2903,27.0,0.2861,16.0,0.2819,11.0,20251121.0,35.0,189.0
AGNC,141.0,,,9.329999923706056,,0.1293,36.0,0.1347,39.0,0.1624,46.0,0.157,32.0,0.1516,22.0,0.2564,71.0,0.2518,77.0,0.2622,69.0,0.3078,78.0,0.3534,71.0,20270115.0,7.0,609.0
AGNG,,,,31.96999931335449,,0.1378,,0.056,,0.1384,,,,,,0.1844,,0.1532,,0.1384,,,,,,20260116.0,35.0,245.0
AGO,110.0,,,85.52999877929688,,0.1763,28.0,0.1687,24.0,0.2577,36.0,0.247,31.0,0.2363,26.0,0.2683,46.0,0.2291,41.0,0.2619,34.0,0.2717,33.0,0.2815,31.0,20260116.0,35.0,245.0
AGQ,,,,48.47999954223633,,0.3171,23.0,0.2024,13.0,0.4534,31.0,0.5482,55.0,0.643,74.0,0.5943,61.0,0.3367,44.0,0.5367,42.0,0.5618,42.0,0.5868,40.0,20270115.0,7.0,609.0
AGRO,96.0,,,9.56999969482422,,0.1969,23.0,0.1911,7.0,,,,,,,0.3896,72.0,0.2997,37.0,,,,,,,20251219.0,35.0,217.0
AGS,103.0,,,12.369999885559082,,0.0156,1.0,0.0263,1.0,,,,,,,0.0558,6.0,0.0614,5.0,,,,,,,20260116.0,35.0,245.0
AGX,194.0,,,218.58999633789065,,0.8918,97.0,0.6846,98.0,0.5705,86.0,0.5703,87.0,0.5701,85.0,0.7564,100.0,0.6352,100.0,0.6498,99.0,0.6547,100.0,0.6597,99.0,20260116.0,35.0,245.0
AGYS,147.0,,,109.9499969482422,,0.2121,18.0,0.2634,18.0,0.4641,60.0,0.431,51.0,0.3978,40.0,0.6166,82.0,0.4532,60.0,0.4858,71.0,0.4898,71.0,0.4938,72.0,20260116.0,35.0,245.0
AGZ,,,,108.8000030517578,,0.0356,,0.0275,,,,,,,,0.0339,,0.0319,,,,,,,,20251121.0,35.0,189.0
AHCO,112.0,,,8.619999885559082,,0.154,2.0,0.3412,11.0,0.4399,7.0,0.4704,11.0,0.501,26.0,0.5656,31.0,0.4913,32.0,0.4133,2.0,0.4484,5.0,0.4834,14.0,20270115.0,35.0,609.0
AHH,118.0,,,6.920000076293945,,0.1983,47.0,0.1999,45.0,,,,,,,0.3468,90.0,0.3162,88.0,,,,,,,20251121.0,35.0,189.0
