symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
ABR,103.0,,,9.720000267028809,,0.5008,91.0,0.4561,93.0,0.3535,71.0,0.3641,63.0,0.3748,64.0,0.4176,88.0,0.4011,94.0,0.4558,92.0,0.5455,93.0,0.6352,85.0,20270115.0,7.0,609.0
ABSI,78.0,,,2.7799999713897705,,0.3306,,0.52,,1.0173,,1.0578,,1.0982,,1.0674,,1.0164,,1.0775,,1.0643,,1.0512,,20251121.0,35.0,189.0
ABT,133.0,,,133.7100067138672,,0.0994,13.0,0.1466,36.0,0.2028,57.0,0.2027,57.0,0.2026,55.0,0.2243,70.0,0.2219,81.0,0.2073,45.0,0.2372,62.0,0.2672,71.0,20270115.0,7.0,609.0
ABUS,210.0,,,3.450000047683716,,0.4826,45.0,0.4127,18.0,0.6294,12.0,,,,,0.4813,27.0,0.4995,21.0,1.1977,73.0,,,,,20270115.0,35.0,609.0
ACA,97.0,,,88.02999877929688,,0.2705,45.0,0.2183,21.0,0.3345,34.0,0.3105,21.0,0.2865,16.0,0.379,66.0,0.3262,57.0,0.3311,34.0,0.3274,26.0,0.3238,24.0,20251219.0,35.0,217.0
ACAD,98.0,,,21.979999542236328,,0.3106,20.0,0.3028,8.0,0.4042,6.0,0.4872,16.0,0.5701,32.0,0.5776,33.0,0.5167,43.0,0.5205,19.0,0.53,19.0,0.5396,19.0,20251219.0,35.0,217.0
ACB,119.0,,,5.369999885559082,,0.3495,12.0,0.4016,8.0,0.9852,55.0,1.0211,54.0,1.057,57.0,0.7946,42.0,0.6369,38.0,0.7427,35.0,0.794,22.0,0.8454,22.0,20270115.0,35.0,609.0
ACCO,104.0,,,3.619999885559082,,0.4674,84.0,0.3133,57.0,,,,,,,0.4911,89.0,0.3887,84.0,,,,,,,20251219.0,35.0,217.0
ACDC,90.0,,,8.199999809265137,,0.7393,,0.8507,,0.5567,,0.7127,,0.8687,,0.9759,,0.8486,,0.6888,,0.8382,,0.9876,,20251121.0,35.0,189.0
ACEL,217.0,,,11.279999732971191,,0.073,1.0,0.1481,1.0,0.4728,44.0,,,,,0.3324,28.0,0.3095,38.0,0.3445,14.0,,,,,20260116.0,35.0,245.0
ACES,,,,24.729999542236328,,0.2482,20.0,0.1942,12.0,0.2822,16.0,0.3169,19.0,0.3516,34.0,0.3423,36.0,0.2766,50.0,0.1949,2.0,0.2538,5.0,0.3127,14.0,20251219.0,35.0,217.0
ACET,90.0,,,0.7789999842643738,,0.8711,88.0,0.861,90.0,,,,,,,1.0259,87.0,0.8951,92.0,,,,,,,20260116.0,35.0,245.0
ACGL,114.0,,,95.81999969482422,,0.229,73.0,0.2618,85.0,0.204,45.0,0.2174,51.0,0.2308,57.0,0.2775,87.0,0.2426,85.0,0.2396,64.0,0.2458,65.0,0.2521,68.0,20251219.0,35.0,217.0
ACHC,97.0,,,22.440000534057617,,0.5336,89.0,0.4018,79.0,0.8772,99.0,0.7523,98.0,0.6274,92.0,0.619,95.0,0.4824,88.0,0.6332,99.0,0.6623,100.0,0.6914,100.0,20260116.0,35.0,245.0
ACHR,97.0,,,9.720000267028809,,0.4436,,0.6004,,0.7246,,0.7282,,0.7317,,1.0364,,0.9646,,0.7901,,0.8001,,0.8101,,20270115.0,7.0,609.0
ACHV,85.0,,,4.210000038146973,,0.5056,,0.8614,,1.6221,,,,,,0.7681,,0.7576,,0.9915,,,,,,20251219.0,35.0,217.0
ACI,147.0,,,21.57999992370605,,0.1672,13.0,0.1849,11.0,0.1203,1.0,0.1492,1.0,0.1781,2.0,0.2935,15.0,0.2813,20.0,0.1598,1.0,0.225,1.0,0.2902,2.0,20270115.0,7.0,609.0
ACIC,97.0,,,11.960000038146973,,0.4337,,0.3189,,0.2907,,0.2976,,0.3044,,0.3618,,0.4049,,0.4078,,0.4169,,0.426,,20251121.0,35.0,189.0
ACIO,,,,40.540000915527344,,0.1083,,0.0831,,,,,,,,0.15,,0.1198,,,,,,,,20251121.0,35.0,189.0
ACIU,83.0,,,1.649999976158142,,0.2599,6.0,0.5518,35.0,,,,,,,0.4778,1.0,0.5893,8.0,,,,,,,20251121.0,35.0,189.0
ACIW,97.0,,,46.790000915527344,,0.118,6.0,0.2226,27.0,0.421,69.0,0.3643,55.0,0.3076,34.0,0.407,74.0,0.3442,68.0,0.372,72.0,0.3772,73.0,0.3823,73.0,20251121.0,35.0,189.0
ACLS,114.0,,,59.27000045776367,,0.4697,52.0,0.3914,32.0,0.4755,36.0,0.481,37.0,0.4864,38.0,0.5597,59.0,0.4964,57.0,0.5379,62.0,0.5486,65.0,0.5593,69.0,20251219.0,35.0,217.0
ACLX,97.0,,,65.13999938964844,,0.519,,0.502,,0.6711,,0.7386,,0.8061,,0.6169,,0.659,,0.6618,,0.6823,,0.7028,,20251219.0,35.0,217.0
ACM,121.0,,,110.69000244140624,,0.1656,20.0,0.1798,20.0,0.2271,11.0,0.2046,5.0,0.1822,2.0,0.2546,32.0,0.257,48.0,0.2558,13.0,0.2628,15.0,0.2698,20.0,20260417.0,35.0,336.0
ACMR,98.0,,,23.350000381469727,,0.3697,31.0,0.3322,26.0,0.5701,49.0,0.574,48.0,0.578,48.0,0.8097,66.0,0.6204,71.0,0.6677,55.0,0.6658,52.0,0.6639,53.0,20270115.0,35.0,609.0
ACN,76.0,,,312.8999938964844,,0.1983,50.0,0.1161,11.0,0.2467,56.0,0.2474,54.0,0.2482,53.0,0.2984,75.0,0.2373,71.0,0.2575,63.0,0.288,73.0,0.3185,77.0,20270115.0,7.0,609.0
ACNB,132.0,,,41.58000183105469,,0.2327,,0.2087,,0.2976,,0.5074,,0.7173,,0.2978,,0.3184,,0.2767,,0.2944,,0.3122,,20260116.0,35.0,245.0
ACNT,392.0,,,12.970000267028809,,0.1635,,0.2472,,,,,,0.9773,,0.2667,,0.2977,,,,,,0.9773,,20251219.0,35.0,217.0
ACR,91.0,,,18.61000061035156,,0.2213,30.0,0.2906,49.0,0.4258,,0.4504,,0.4749,,0.4003,65.0,0.406,83.0,0.4258,,0.4504,,0.4749,,20251121.0,35.0,189.0
ACRE,112.0,,,4.690000057220459,,0.3119,78.0,0.2548,70.0,0.4315,78.0,,,,,0.4737,95.0,0.3977,94.0,0.3987,83.0,,,,,20251121.0,35.0,189.0
ACRS,97.0,,,1.4700000286102295,,0.6294,61.0,0.7435,67.0,1.1899,75.0,,,,,0.6562,43.0,0.7413,63.0,1.1899,80.0,,,,,20251219.0,35.0,217.0
ACT,120.0,,,34.900001525878906,,0.1459,21.0,0.2374,65.0,0.4696,90.0,0.3989,72.0,0.3282,56.0,0.2258,39.0,0.2291,41.0,0.258,18.0,0.2931,42.0,0.3282,57.0,20260116.0,35.0,245.0
ACTG,83.0,,,3.7699999809265137,,0.3107,33.0,0.2942,16.0,0.4268,11.0,,,,,0.4408,35.0,0.3933,24.0,0.4268,9.0,,,,,20251121.0,35.0,189.0
ACVA,105.0,,,16.34000015258789,,0.2667,10.0,0.277,3.0,0.4659,18.0,0.4695,,0.4731,,0.5096,51.0,0.5023,56.0,0.5742,47.0,0.5669,,0.5596,,20251121.0,35.0,189.0
ACWI,,,,124.8499984741211,,0.1249,48.0,0.0973,53.0,0.1159,40.0,0.1536,63.0,0.1912,77.0,0.2223,81.0,0.1703,85.0,0.119,38.0,0.1584,51.0,0.1979,59.0,20270115.0,35.0,609.0
ACWV,,,,118.44000244140624,,0.0711,36.0,0.0857,72.0,0.0873,46.0,0.1292,74.0,0.1712,85.0,0.1374,79.0,0.1151,83.0,0.0793,42.0,0.1091,42.0,0.1389,41.0,20260116.0,35.0,245.0
ACWX,,,,59.869998931884766,,0.1133,34.0,0.077,39.0,0.1159,28.0,0.1574,61.0,0.1988,73.0,0.1947,71.0,0.1326,77.0,0.1096,17.0,0.141,26.0,0.1724,38.0,20251219.0,35.0,217.0
ACXP,79.0,,,0.3479999899864197,,0.472,,0.5633,,,,,,,,1.1849,,0.9333,,,,,,,,20260116.0,35.0,245.0
ADAP,203.0,,,0.2888000011444092,,0.5346,34.0,0.807,61.0,,,,,,,1.0963,91.0,1.0672,89.0,,,,,,,20251219.0,35.0,217.0
ADBE,84.0,,,412.489990234375,,0.273,55.0,0.1765,21.0,0.6114,95.0,0.611,95.0,0.6106,95.0,0.4062,81.0,0.2633,56.0,0.3517,73.0,0.3575,75.0,0.3633,75.0,20271217.0,7.0,945.0
ADC,113.0,,,74.7300033569336,,0.1549,42.0,0.1664,37.0,0.1641,13.0,0.1864,14.0,0.2086,28.0,0.2016,56.0,0.2071,63.0,0.1527,14.0,0.1963,27.0,0.2399,54.0,20260116.0,35.0,245.0
ADCT,209.0,,,3.5899999141693115,,0.6433,65.0,1.5119,99.0,1.0794,89.0,,,,,1.4097,100.0,1.1007,97.0,1.0087,90.0,,,,,20260116.0,35.0,245.0
ADEA,106.0,,,13.06999969482422,,0.341,,0.2393,,0.4246,,,,,,0.4995,,0.3907,,0.4246,,,,,,20251219.0,35.0,217.0
ADI,105.0,,,218.42999267578125,,0.2206,38.0,0.2095,38.0,0.2973,55.0,0.2946,53.0,0.2918,50.0,0.4786,91.0,0.3692,89.0,0.3331,80.0,0.3323,75.0,0.3315,61.0,20270617.0,7.0,762.0
ADM,120.0,,,47.27999877929688,,0.1479,23.0,0.1681,28.0,0.2532,54.0,0.2468,49.0,0.2404,44.0,0.3076,74.0,0.2716,82.0,0.209,25.0,0.2902,70.0,0.3714,92.0,20270115.0,7.0,609.0
ADMA,93.0,,,20.459999084472656,,0.3071,13.0,0.3351,8.0,0.4477,2.0,0.4661,2.0,0.4846,3.0,0.5781,36.0,0.5767,36.0,0.5995,16.0,0.6003,15.0,0.6012,15.0,20270115.0,35.0,609.0
ADNT,127.0,,,15.75,,0.5374,69.0,0.3578,44.0,0.5051,50.0,0.5161,53.0,0.5271,55.0,0.564,59.0,0.5005,71.0,0.5556,61.0,0.5616,63.0,0.5676,63.0,20260116.0,35.0,245.0
ADP,126.0,,,326.5299987792969,,0.0967,14.0,0.12,21.0,0.1773,47.0,0.1912,54.0,0.2052,60.0,0.2133,66.0,0.2055,73.0,0.2219,63.0,0.222,56.0,0.222,39.0,20270115.0,7.0,609.0
ADPT,113.0,,,9.9399995803833,,0.2139,2.0,0.5102,26.0,0.6799,27.0,0.9231,66.0,1.1663,89.0,0.8348,74.0,0.8169,95.0,0.7578,59.0,0.7686,62.0,0.7793,62.0,20260116.0,35.0,245.0
ADSE,,,,9.0,,1.4523,,1.3778,,0.5122,,1.0413,,1.5704,,0.548,,0.6646,,0.5122,,1.0413,,1.5704,,20251121.0,35.0,189.0
ADSK,97.0,,,299.5199890136719,,0.1511,10.0,0.2242,28.0,0.2313,6.0,0.2298,5.0,0.2283,5.0,0.2889,25.0,0.2631,35.0,0.3123,6.0,0.3154,6.0,0.3186,6.0,20270617.0,7.0,762.0
ADT,97.0,,,8.59000015258789,,0.1713,15.0,0.2216,24.0,0.2684,17.0,0.3383,31.0,0.4082,45.0,0.2957,26.0,0.2792,35.0,0.3319,37.0,0.3428,36.0,0.3538,36.0,20251121.0,35.0,189.0
ADTN,209.0,,,8.300000190734863,,0.3973,66.0,0.3629,63.0,0.5045,77.0,0.4792,70.0,0.454,61.0,0.5493,87.0,0.533,96.0,0.5465,95.0,0.6078,98.0,0.6692,99.0,20251121.0,35.0,189.0
ADUS,100.0,,,112.68000030517578,,0.2859,50.0,0.2364,22.0,0.2499,7.0,0.269,8.0,0.2881,12.0,0.3223,37.0,0.3092,20.0,0.3148,16.0,0.3188,16.0,0.3227,18.0,20260116.0,35.0,245.0
ADV,89.0,,,1.350000023841858,,1.3802,100.0,0.9892,94.0,,,,,,,0.8527,100.0,0.7935,100.0,,,,,,,20251121.0,35.0,189.0
ADVM,212.0,,,2.509999990463257,,0.6335,53.0,0.7376,61.0,3.7112,99.0,,,,,0.8978,74.0,0.9553,89.0,5.9798,100.0,,,,,20251219.0,35.0,217.0
AEE,111.0,,,97.31999969482422,,0.1288,36.0,0.1482,46.0,0.1376,16.0,0.156,20.0,0.1744,31.0,0.2044,73.0,0.2042,80.0,0.1817,57.0,0.1849,46.0,0.1881,38.0,20260116.0,35.0,245.0
AEG,846.0,,,7.210000038146973,,0.2039,28.0,0.1503,41.0,0.2844,33.0,,,,,0.3471,62.0,0.2149,69.0,0.2844,37.0,,,,,20260116.0,35.0,245.0
AEHR,142.0,,,10.239999771118164,,0.7992,,0.6349,,0.6303,,0.6508,,0.6714,,0.9791,,0.7524,,0.6938,,0.7682,,0.8425,,20270115.0,35.0,609.0
AEIS,112.0,,,118.79000091552734,,0.319,36.0,0.2747,22.0,0.3964,34.0,0.4024,34.0,0.4085,36.0,0.5823,79.0,0.4475,67.0,0.4221,45.0,0.4238,45.0,0.4255,44.0,20260116.0,35.0,245.0
AEM,111.0,,,122.51000213623048,,0.3702,53.0,0.2305,19.0,0.3301,28.0,0.3274,26.0,0.3248,24.0,0.3791,41.0,0.2949,35.0,0.3619,32.0,0.3588,28.0,0.3557,24.0,20270617.0,7.0,762.0
AEO,84.0,,,10.399999618530272,,0.4251,65.0,0.5632,91.0,0.479,69.0,0.5188,75.0,0.5586,80.0,0.6308,93.0,0.5023,89.0,0.4273,68.0,0.506,84.0,0.5846,90.0,20270115.0,7.0,609.0
AEP,111.0,,,102.83000183105467,,0.1325,35.0,0.14,35.0,0.1902,65.0,0.1878,59.0,0.1853,51.0,0.2146,77.0,0.2031,74.0,0.1361,21.0,0.1976,52.0,0.2592,72.0,20270115.0,35.0,609.0
AER,98.0,,,115.66999816894533,,0.1199,11.0,0.1551,10.0,0.2019,8.0,0.2028,8.0,0.2037,8.0,0.3001,46.0,0.2699,46.0,0.2654,24.0,0.2798,28.0,0.2942,33.0,20270115.0,35.0,609.0
AES,96.0,,,10.270000457763672,,0.3915,76.0,0.3554,78.0,0.4341,82.0,0.4377,81.0,0.4413,82.0,0.4967,88.0,0.413,87.0,0.3756,73.0,0.4746,86.0,0.5737,93.0,20270115.0,7.0,609.0
AESI,100.0,,,12.960000038146973,,0.4198,,0.4366,,0.5064,,0.5015,,0.4966,,0.5655,,0.4949,,0.4557,,0.518,,0.5802,,20260116.0,35.0,245.0
AETH,,,,39.778900146484375,,0.5066,,0.1484,,0.8627,,0.8268,,0.7909,,0.4804,,0.2067,,0.63,,0.6254,,0.6207,,20251219.0,35.0,217.0
AEVA,77.0,,,19.709999084472656,,0.9419,72.0,0.9738,86.0,1.1095,,1.114,,1.1186,,1.0999,98.0,0.9713,92.0,0.9427,,0.9597,,0.9767,,20270115.0,35.0,609.0
AEYE,84.0,,,12.369999885559082,,0.4833,,0.4878,,1.1525,,0.9756,,0.7987,,0.8657,,0.7878,,0.8344,,0.865,,0.8956,,20251219.0,35.0,217.0
AFCG,83.0,,,5.320000171661377,,0.4403,,0.3868,,0.2726,,0.4598,,0.6469,,0.5508,,0.4807,,0.2726,,0.4598,,0.6469,,20260116.0,35.0,245.0
AFG,120.0,,,124.52999877929688,,0.1595,46.0,0.1647,53.0,0.157,16.0,0.1656,16.0,0.1742,20.0,0.2705,75.0,0.2238,71.0,0.1919,43.0,0.2152,56.0,0.2386,63.0,20251219.0,35.0,217.0
AFK,,,,19.32999992370605,,0.1533,,0.2107,,0.2142,,0.3059,,0.3976,,0.2504,,0.2339,,0.2142,,0.3059,,0.3976,,20251219.0,35.0,217.0
AFL,119.0,,,104.06999969482422,,0.1224,27.0,0.1512,38.0,0.186,42.0,0.2017,49.0,0.2174,55.0,0.2558,70.0,0.2238,70.0,0.1852,36.0,0.2194,49.0,0.2536,54.0,20270115.0,7.0,609.0
AFMDQ,,,,0.0320999994874,,1.3894,,4.3766,,,,,,,,0.0,,0.0,,,,,,,,,,
AFRM,118.0,,,54.959999084472656,,0.3028,2.0,0.4064,2.0,0.5931,6.0,0.59,6.0,0.5869,5.0,0.8781,46.0,0.6947,39.0,0.6819,16.0,0.6838,17.0,0.6857,18.0,20270115.0,7.0,609.0
AFYA,83.0,,,18.030000686645508,,0.2503,19.0,0.2921,16.0,0.4236,9.0,,,,,0.3452,21.0,0.3096,13.0,0.4236,15.0,,,,,20251219.0,35.0,217.0
AG,104.0,,,7.050000190734863,,0.6969,78.0,0.5765,78.0,0.5442,49.0,0.5524,53.0,0.5605,56.0,0.6655,70.0,0.5458,72.0,0.5863,46.0,0.6086,57.0,0.6308,65.0,20270115.0,7.0,609.0
AGCO,118.0,,,99.54000091552734,,0.2791,55.0,0.203,28.0,0.3638,74.0,0.3443,67.0,0.3248,57.0,0.4711,90.0,0.3869,90.0,0.3607,74.0,0.371,73.0,0.3812,71.0,20251121.0,35.0,189.0
AGEN,85.0,,,5.0,,2.0475,99.0,1.4935,97.0,1.4633,91.0,1.1904,87.0,0.9176,63.0,1.1086,90.0,1.0701,93.0,1.0737,77.0,1.0849,78.0,1.0961,79.0,20251121.0,35.0,189.0
AGG,,,,97.4499969482422,,0.0577,83.0,0.0311,60.0,0.0538,75.0,0.0566,70.0,0.0594,60.0,0.0548,79.0,0.0435,82.0,0.0348,40.0,0.0658,81.0,0.0967,87.0,20251219.0,35.0,217.0
AGGY,,,,42.869998931884766,,0.0351,,0.0274,,,,,,,,0.0623,,0.0455,,,,,,,,20260116.0,35.0,245.0
AGI,105.0,,,26.90999984741211,,0.4041,50.0,0.2429,7.0,0.3926,22.0,0.4824,50.0,0.5723,75.0,0.4358,39.0,0.338,28.0,0.3959,18.0,0.3882,11.0,0.3806,7.0,20270115.0,35.0,609.0
AGIO,111.0,,,33.369998931884766,,0.1406,1.0,0.4236,39.0,0.561,40.0,0.5998,49.0,0.6386,61.0,0.6208,62.0,0.5835,70.0,0.6199,63.0,0.6173,61.0,0.6146,60.0,20251219.0,35.0,217.0
AGIX,,,,29.56559944152832,,0.2277,12.0,0.1574,100.0,0.2602,,,,,,0.3769,23.0,0.2548,100.0,0.2602,,,,,,,,
AGL,99.0,,,2.2699999809265137,,0.4908,65.0,0.6257,77.0,0.7482,68.0,0.7391,66.0,0.73,72.0,1.0299,95.0,0.9624,100.0,1.786,100.0,1.3184,100.0,0.8509,92.0,20270115.0,35.0,609.0
AGM,103.0,,,187.9600067138672,,0.2638,43.0,0.2111,23.0,0.2125,3.0,0.2104,1.0,0.2082,1.0,0.2904,28.0,0.2691,33.0,0.2962,32.0,0.2884,17.0,0.2806,10.0,20251121.0,35.0,189.0
AGNC,128.0,,,8.989999771118164,,0.1759,56.0,0.1792,62.0,0.2082,65.0,0.205,57.0,0.2018,48.0,0.2566,71.0,0.2513,77.0,0.1549,41.0,0.3045,77.0,0.4541,90.0,20270115.0,7.0,609.0
AGNG,,,,31.40999984741211,,0.1218,,0.157,,0.1317,,,,,,0.1829,,0.1532,,0.1257,,,,,,20260116.0,35.0,245.0
AGO,97.0,,,84.69000244140625,,0.132,15.0,0.1705,25.0,0.2167,23.0,0.2208,22.0,0.2248,22.0,0.269,46.0,0.2296,42.0,0.2672,35.0,0.2824,36.0,0.2976,37.0,20260116.0,35.0,245.0
AGQ,,,,44.20000076293945,,0.7202,84.0,0.2776,33.0,0.5376,52.0,0.5524,56.0,0.5672,59.0,0.6044,64.0,0.3393,45.0,0.5607,49.0,0.5899,49.0,0.6191,49.0,20270115.0,7.0,609.0
AGRO,83.0,,,9.420000076293944,,0.2406,35.0,0.2448,27.0,0.4875,75.0,,,,,0.3936,73.0,0.3035,39.0,0.4875,82.0,,,,,20251219.0,35.0,217.0
AGS,90.0,,,12.289999961853027,,0.0362,5.0,0.041,5.0,,,,,,,0.0573,7.0,0.064,6.0,,,,,,,20260116.0,35.0,245.0
AGX,181.0,,,218.72000122070312,,0.3402,68.0,0.4395,89.0,0.8748,98.0,0.8918,98.0,0.9088,98.0,0.7286,100.0,0.6384,100.0,0.6803,100.0,0.6902,100.0,0.7,100.0,20260116.0,35.0,245.0
AGYS,134.0,,,111.37000274658205,,0.2829,35.0,0.2735,21.0,0.3805,37.0,0.3829,34.0,0.3853,36.0,0.6196,83.0,0.4566,61.0,0.4905,72.0,0.491,71.0,0.4915,71.0,20260116.0,35.0,245.0
AGZ,,,,108.5780029296875,,0.0489,,0.0209,,,,,,0.1037,,0.0341,,0.0315,,,,,,0.1037,,20251121.0,35.0,189.0
AHCO,99.0,,,8.859999656677246,,0.473,57.0,0.4055,34.0,0.5695,43.0,0.6028,53.0,0.636,67.0,0.5745,36.0,0.4991,35.0,0.6018,62.0,0.5467,34.0,0.4916,15.0,20270115.0,35.0,609.0
