symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank
ACGL,80.0,,,90.68000030517578,,0.2911,85.0,0.2783,88.0,0.3109,86.0,0.2984,83.0,0.2858,79.0,0.2968,88.0,0.2401,84.0,0.2598,75.0,0.2764,83.0,0.2931,87.0
ACHC,63.0,,,23.399999618530273,,0.4931,87.0,0.5214,92.0,1.1739,100.0,1.058,100.0,0.9421,99.0,0.6543,96.0,0.4621,87.0,0.6858,100.0,0.6866,100.0,0.6875,100.0
ACHR,63.0,,,8.329999923706055,,0.8767,,0.5785,,0.833,,0.8328,,0.8327,,1.181,,1.0633,,0.778,,0.7865,,0.7949,
ACHV,51.0,,,2.5999999046325684,,0.7342,,0.7556,,1.4686,,,,,,0.6766,,0.697,,1.4686,,,,,
ACI,113.0,,,21.979999542236328,,0.1809,15.0,0.2161,15.0,0.2297,6.0,0.2692,5.0,0.3087,9.0,0.2974,15.0,0.2816,20.0,0.1968,3.0,0.2374,1.0,0.2779,2.0
ACIC,63.0,,,11.43000030517578,,0.2479,,0.2592,,0.6123,,0.5985,,0.5847,,0.3721,,0.406,,0.4241,,0.4386,,0.4532,
ACIU,49.0,,,1.7300000190734863,,0.388,24.0,0.6834,64.0,,,,,,,0.5477,5.0,0.6038,11.0,,,,,,
ACIW,63.0,,,53.36000061035156,,0.1418,10.0,0.2257,28.0,0.5096,82.0,0.5426,87.0,0.5756,90.0,0.3955,73.0,0.3446,69.0,0.375,73.0,0.3719,71.0,0.3688,68.0
ACLS,80.0,,,48.97999954223633,,0.4625,51.0,0.4829,56.0,0.7489,92.0,0.7407,91.0,0.7325,90.0,0.5456,56.0,0.4935,55.0,0.576,76.0,0.5718,74.0,0.5676,72.0
ACLX,63.0,,,64.94999694824219,,0.2013,,0.4099,,0.6286,,0.6178,,0.607,,0.571,,0.5842,,0.6066,,0.6148,,0.623,
ACM,87.0,,,98.6500015258789,,0.1598,18.0,0.2371,52.0,0.3513,66.0,0.3593,68.0,0.3673,69.0,0.2722,38.0,0.2662,55.0,0.2732,24.0,0.2811,28.0,0.289,37.0
ACMR,64.0,,,19.469999313354492,,1.0027,88.0,0.8196,87.0,0.8957,91.0,0.9242,92.0,0.9526,93.0,0.8002,65.0,0.6257,72.0,0.6177,48.0,0.6548,50.0,0.692,61.0
ACN,42.0,,,299.1499938964844,,0.1137,16.0,0.2195,66.0,0.2779,67.0,0.2934,70.0,0.3089,74.0,0.3048,76.0,0.2424,72.0,0.2595,64.0,0.2925,74.0,0.3255,79.0
ACNB,98.0,,,41.90999984741211,,0.2554,,0.2579,,0.3347,,0.428,,0.5213,,0.3979,,0.3519,,0.3347,,0.3284,,0.3222,
ACNT,358.0,,,13.199999809265137,,0.1052,,0.1936,,,,,,0.5101,,0.2565,,0.3157,,,,,,0.3927,
ACR,57.0,,,19.329999923706055,,0.2987,55.0,0.4948,91.0,0.4854,,,,,,0.4021,66.0,0.3914,73.0,0.4854,,,,,
ACRE,78.0,,,4.070000171661377,,0.5719,95.0,0.4927,96.0,0.5819,92.0,,,,,0.4515,94.0,0.4006,94.0,0.447,88.0,,,,
ACRS,63.0,,,1.3799999952316284,,0.6607,65.0,0.8748,81.0,1.0647,67.0,,,,,1.1275,76.0,0.9551,79.0,1.0647,72.0,,,,
ACT,86.0,,,35.790000915527344,,0.1998,48.0,0.1909,40.0,0.2461,31.0,0.259,31.0,0.2719,38.0,0.2354,41.0,0.2179,38.0,0.2461,15.0,0.29,38.0,0.3338,60.0
ACTG,49.0,,,3.0899999141693115,,0.2727,25.0,0.3591,31.0,0.6042,51.0,0.5474,37.0,0.4907,24.0,0.4082,30.0,0.3837,20.0,0.6042,54.0,0.5474,38.0,0.4907,22.0
ACVA,71.0,,,14.6899995803833,,0.2751,12.0,0.4162,39.0,0.87,91.0,0.864,,0.8581,,0.5397,64.0,0.5151,57.0,0.5813,50.0,0.5856,,0.5898,
ACWI,,,,116.98999786376952,,0.1337,53.0,0.1492,80.0,0.2128,90.0,0.2141,88.0,0.2154,85.0,0.2201,80.0,0.1688,85.0,0.1353,57.0,0.177,68.0,0.2188,75.0
ACWX,,,,56.95000076293945,,0.1071,31.0,0.0989,60.0,0.1502,62.0,0.164,66.0,0.1778,65.0,0.1989,72.0,0.1336,78.0,0.1264,42.0,0.1604,55.0,0.1943,61.0
ACXP,45.0,,,0.4300000071525574,,0.2085,,0.4412,,,,,,,,1.2038,,1.0116,,,,,,,
ADAP,169.0,,,0.2766999900341034,,0.6987,57.0,0.9411,77.0,,,,,,,1.1535,91.0,1.0874,91.0,,,,,,
ADBE,50.0,,,374.9800109863281,,0.1343,12.0,0.2495,57.0,0.2783,43.0,0.3029,53.0,0.3275,61.0,0.4155,81.0,0.2746,64.0,0.3535,74.0,0.3602,77.0,0.367,77.0
ADC,79.0,,,77.61000061035156,,0.2101,65.0,0.2149,67.0,0.1848,24.0,0.2064,27.0,0.2279,42.0,0.1999,55.0,0.2063,61.0,0.2105,54.0,0.215,48.0,0.2195,35.0
ADCT,175.0,,,1.4299999475479126,,0.705,70.0,0.6058,61.0,,,,,,,1.2661,97.0,1.0225,95.0,,,,,,
ADEA,72.0,,,12.3100004196167,,0.2144,,0.2634,,0.7133,,,,,,0.5973,,0.4215,,0.4173,,,,,
ADI,71.0,,,194.9199981689453,,0.3934,81.0,0.2951,74.0,0.4021,85.0,0.4165,87.0,0.4309,88.0,0.4747,91.0,0.3743,89.0,0.3039,69.0,0.3464,81.0,0.3889,90.0
ADM,86.0,,,47.75,,0.1463,22.0,0.1912,44.0,0.3992,93.0,0.414,94.0,0.4287,94.0,0.3137,75.0,0.2725,82.0,0.2027,21.0,0.2791,63.0,0.3555,89.0
ADMA,59.0,,,23.799999237060547,,0.8447,85.0,0.6002,61.0,0.7768,33.0,0.7923,36.0,0.8078,44.0,0.6602,57.0,0.5867,38.0,0.629,20.0,0.6096,17.0,0.5903,13.0
ADNT,93.0,,,12.649999618530272,,0.4567,57.0,0.3901,52.0,0.7691,89.0,0.7627,89.0,0.7563,89.0,0.5398,57.0,0.5016,71.0,0.6245,75.0,0.5696,64.0,0.5148,52.0
ADP,92.0,,,300.6000061035156,,0.1861,59.0,0.2372,85.0,0.1931,57.0,0.2054,62.0,0.2178,67.0,0.2246,74.0,0.2064,73.0,0.2498,79.0,0.2448,71.0,0.2398,55.0
ADPT,79.0,,,7.360000133514404,,0.6085,46.0,0.5898,39.0,1.1337,84.0,1.057,82.0,0.9803,75.0,0.8263,72.0,0.8527,100.0,0.6947,43.0,0.6959,43.0,0.6971,41.0
ADSE,,,,13.649999618530272,,0.4619,,0.6673,,,,,,1.3634,,0.4123,,0.571,,,,,,1.2297,
ADSK,63.0,,,274.25,,0.1959,21.0,0.214,25.0,0.2757,25.0,0.283,28.0,0.2902,31.0,0.3251,41.0,0.2681,38.0,0.3221,10.0,0.3298,15.0,0.3374,21.0
ADT,63.0,,,8.020000457763672,,0.2101,24.0,0.2825,45.0,0.2996,25.0,0.3534,34.0,0.4073,45.0,0.2943,26.0,0.2766,34.0,0.206,2.0,0.2745,10.0,0.343,34.0
ADTN,175.0,,,7.659999847412109,,0.2951,44.0,0.3847,68.0,0.868,99.0,0.8508,99.0,0.8336,99.0,0.6063,93.0,0.5615,97.0,0.606,99.0,0.5877,98.0,0.5694,94.0
ADUS,66.0,,,104.5500030517578,,0.0795,1.0,0.2678,36.0,0.4483,72.0,0.4176,64.0,0.3869,53.0,0.3319,39.0,0.3097,21.0,0.3765,54.0,0.372,50.0,0.3676,47.0
ADV,55.0,,,1.340000033378601,,0.2964,19.0,0.6082,70.0,,,,,,,0.7366,95.0,0.7311,100.0,,,,,,
ADVM,178.0,,,3.259999990463257,,0.892,82.0,0.9957,88.0,3.1409,98.0,,,,,0.8008,66.0,0.867,77.0,3.6106,100.0,,,,
AEE,77.0,,,99.23999786376952,,0.1785,64.0,0.1861,72.0,0.2099,70.0,0.209,64.0,0.2081,57.0,0.2128,79.0,0.2078,82.0,0.1809,57.0,0.2097,69.0,0.2385,75.0
AEG,812.0,,,6.429999828338623,,0.2267,36.0,0.1802,57.0,,,,,,,0.3563,63.0,0.2149,69.0,,,,,,
AEHR,108.0,,,8.529999732971191,,0.5994,,0.5588,,0.7756,,0.773,,0.7703,,0.9989,,0.7662,,0.8014,,0.824,,0.8465,
AEIS,78.0,,,97.41000366210938,,0.4653,65.0,0.4512,70.0,0.6574,88.0,0.6853,91.0,0.7132,92.0,0.5631,78.0,0.4548,68.0,0.4913,68.0,0.4956,69.0,0.4998,69.0
AEM,77.0,,,117.58000183105467,,0.2479,19.0,0.2788,38.0,0.3372,31.0,0.3402,31.0,0.3433,32.0,0.3563,36.0,0.2938,35.0,0.3568,28.0,0.3541,26.0,0.3514,21.0
AEO,50.0,,,10.529999732971191,,0.3319,45.0,0.4256,75.0,0.7865,96.0,0.6486,89.0,0.5107,73.0,0.6037,92.0,0.4853,84.0,0.4423,72.0,0.5156,85.0,0.5889,90.0
AEP,77.0,,,108.33999633789062,,0.1847,64.0,0.193,71.0,0.2102,75.0,0.2696,89.0,0.3291,93.0,0.2185,78.0,0.2054,74.0,0.2241,78.0,0.2236,73.0,0.2231,48.0
AER,64.0,,,106.0,,0.1627,20.0,0.2643,51.0,0.2709,32.0,0.2674,30.0,0.264,28.0,0.3099,47.0,0.283,49.0,0.326,46.0,0.3144,42.0,0.3028,36.0
AES,62.0,,,10.0,,0.313,63.0,0.2832,61.0,0.5861,91.0,0.5678,89.0,0.5494,89.0,0.4853,88.0,0.4096,87.0,0.4884,88.0,0.4842,87.0,0.4799,86.0
AESI,66.0,,,13.529999732971191,,0.4134,,0.3761,,0.671,,0.7238,,0.7766,,0.5606,,0.4819,,0.4869,,0.5546,,0.6222,
AETH,,,,27.34779930114746,,0.2217,,0.1148,,0.6753,,0.6936,,0.7118,,0.5291,,0.2203,,0.6815,,0.7153,,0.7492,
AEVA,43.0,,,7.110000133514404,,0.8933,68.0,0.813,62.0,1.101,,1.0748,,1.0487,,0.9828,87.0,0.8778,77.0,0.9576,,0.8736,,0.7895,
AEYE,50.0,,,10.850000381469728,,0.7787,,1.1361,,1.1507,,1.2362,,1.3217,,0.9304,,0.8403,,1.1061,,1.0607,,1.0153,
AFCG,49.0,,,5.510000228881836,,0.46,,0.4471,,0.5104,,0.598,,0.6857,,0.5246,,0.4541,,0.5104,,0.598,,0.6857,
AFG,86.0,,,126.66000366210938,,0.2696,77.0,0.2157,74.0,0.3316,85.0,0.335,86.0,0.3385,86.0,0.267,74.0,0.2261,72.0,0.2106,56.0,0.2382,64.0,0.2657,72.0
AFK,,,,17.75,,0.1438,,0.2741,,0.2598,,,,,,0.2598,,0.2274,,0.2598,,,,,
AFL,85.0,,,108.68000030517578,,0.2052,59.0,0.1979,65.0,0.4119,92.0,0.4284,93.0,0.4448,93.0,0.2584,70.0,0.2248,71.0,0.204,48.0,0.2447,61.0,0.2855,67.0
AFMD,168.0,,,0.9950000047683716,,0.7107,65.0,0.9439,84.0,,,,,,,0.9623,79.0,0.9338,85.0,,,,,,
AFRM,84.0,,,49.7599983215332,,0.509,16.0,0.5538,21.0,1.1861,86.0,1.1855,86.0,1.1849,85.0,0.8971,50.0,0.7301,50.0,0.73,32.0,0.7544,37.0,0.7787,41.0
AFYA,49.0,,,19.0,,0.2479,18.0,0.2658,10.0,0.4499,13.0,,,,,0.3617,30.0,0.3016,11.0,0.3872,7.0,,,,
AG,70.0,,,6.260000228881836,,0.4013,27.0,0.4328,47.0,0.6156,70.0,0.626,73.0,0.6365,75.0,0.6177,60.0,0.5211,64.0,0.6653,75.0,0.689,82.0,0.7128,87.0
AGCO,84.0,,,84.83000183105469,,0.3288,67.0,0.3433,80.0,0.4949,95.0,0.4834,93.0,0.4719,91.0,0.4631,90.0,0.3991,91.0,0.3607,74.0,0.382,78.0,0.4034,80.0
AGEN,51.0,,,2.890000104904175,,1.6967,98.0,1.7544,98.0,2.6539,99.0,1.9516,98.0,1.2494,89.0,1.0572,89.0,1.035,92.0,2.2935,97.0,1.7714,96.0,1.2494,87.0
AGG,,,,99.0199966430664,,0.0307,38.0,0.0414,82.0,0.0507,71.0,0.0714,87.0,0.092,91.0,0.0566,79.0,0.0448,83.0,0.0341,38.0,0.0747,88.0,0.1153,95.0
AGGY,,,,43.2599983215332,,0.04,,0.0422,,,,,,,,0.0655,,0.0471,,,,,,,
AGI,71.0,,,28.520000457763672,,0.3433,35.0,0.2913,22.0,0.3682,16.0,0.392,20.0,0.4157,27.0,0.3843,23.0,0.3297,26.0,0.4268,27.0,0.4159,22.0,0.405,16.0
AGIO,77.0,,,29.690000534057617,,0.2523,12.0,0.3761,24.0,0.4715,19.0,0.5609,39.0,0.6504,64.0,0.6472,70.0,0.5841,70.0,0.7246,89.0,0.7342,90.0,0.7438,91.0
AGL,65.0,,,4.260000228881836,,0.8171,87.0,0.8115,91.0,1.0371,94.0,1.0382,95.0,1.0393,96.0,1.1838,100.0,0.9538,100.0,0.6536,72.0,0.7106,78.0,0.7676,85.0
AGM,69.0,,,175.3300018310547,,0.1737,16.0,0.262,44.0,0.3723,59.0,0.3917,63.0,0.4111,65.0,0.3194,45.0,0.274,36.0,0.2973,33.0,0.3219,41.0,0.3465,47.0
AGNC,94.0,,,8.829999923706055,,0.3022,85.0,0.2176,74.0,0.271,81.0,0.2706,78.0,0.2703,73.0,0.249,69.0,0.2491,75.0,0.3182,83.0,0.2613,61.0,0.2044,22.0
AGNG,,,,31.459999084472656,,0.106,,0.1496,,0.1611,,,,,,0.1768,,0.1503,,0.1611,,,,,
AGO,63.0,,,87.7300033569336,,0.214,40.0,0.2189,44.0,0.4365,70.0,0.4047,65.0,0.3729,60.0,0.2952,54.0,0.2341,44.0,0.2928,45.0,0.3099,46.0,0.327,48.0
AGQ,,,,39.470001220703125,,0.5414,63.0,0.3532,60.0,0.5106,45.0,0.6358,74.0,0.761,90.0,0.611,67.0,0.3449,47.0,0.5615,50.0,0.5948,50.0,0.628,51.0
AGRO,49.0,,,9.34000015258789,,1.0455,100.0,0.6027,98.0,,,,,,,0.392,73.0,0.3045,39.0,,,,,,
AGS,56.0,,,12.119999885559082,,0.014,1.0,0.0398,5.0,,,,,,,0.0557,6.0,0.0609,5.0,,,,,,
AGX,147.0,,,153.1300048828125,,0.3532,71.0,0.4754,91.0,0.6259,91.0,0.6008,90.0,0.5758,86.0,0.7626,100.0,0.6545,100.0,0.6227,98.0,0.6217,98.0,0.6207,97.0
AGYS,100.0,,,74.3499984741211,,0.2827,35.0,0.3946,54.0,0.8716,97.0,0.8556,96.0,0.8397,95.0,0.57,79.0,0.434,55.0,0.5776,88.0,0.5749,88.0,0.5722,88.0
AGZ,,,,109.91000366210938,,0.0162,,0.0217,,,,,,0.1085,,0.0355,,0.0325,,,,,,0.1085,
AHCO,65.0,,,8.510000228881836,,0.4042,44.0,0.6023,81.0,0.9977,98.0,1.1402,100.0,1.2827,100.0,0.6019,51.0,0.514,44.0,0.478,16.0,0.5014,15.0,0.5248,22.0
AHH,71.0,,,6.769999980926514,,0.2567,68.0,0.2735,77.0,0.4134,76.0,,,,,0.3278,89.0,0.3013,87.0,0.4134,82.0,,,,
AHR,63.0,,,32.279998779296875,,0.1136,8.0,0.2696,94.0,0.3401,,0.3604,,0.3807,,0.3185,62.0,0.3413,100.0,0.3331,,0.3569,,0.3807,
AI,64.0,,,22.010000228881836,,0.5119,73.0,0.4405,68.0,0.6088,62.0,0.6107,61.0,0.6126,65.0,0.7262,81.0,0.6658,82.0,0.6586,68.0,0.6881,65.0,0.7176,76.0
AIA,,,,70.05000305175781,,0.1589,28.0,0.1061,54.0,0.2083,52.0,0.261,60.0,0.3138,68.0,0.2934,80.0,0.166,89.0,0.1992,81.0,0.23,64.0,0.2608,47.0
AIBU,,,,27.540000915527344,,0.5607,,0.4677,,0.514,,0.6868,,0.8595,,0.7505,,0.5042,,0.6117,,0.6179,,0.6241,
AIEQ,,,,37.522098541259766,,0.2422,,0.1777,,0.2307,,0.2446,,0.2584,,0.3035,,0.2134,,0.2654,,0.2676,,0.2698,
AIFU,,,,0.1378999948501587,,1.3457,,1.7234,,,,,,,,1.3199,,1.3613,,,,,,,
AIG,79.0,,,81.5199966430664,,0.2168,50.0,0.1804,41.0,0.4632,86.0,0.5132,89.0,0.5632,90.0,0.2568,48.0,0.2426,60.0,0.2535,48.0,0.2798,54.0,0.3061,57.0
AIN,64.0,,,65.76000213623047,,0.2554,49.0,0.3579,84.0,0.8627,100.0,0.6994,99.0,0.536,87.0,0.3867,75.0,0.3308,74.0,0.2776,39.0,0.2904,44.0,0.3033,54.0
AIOT,80.0,,,5.039999961853027,,0.5008,,0.508,,0.7861,,1.0303,,1.2745,,0.8451,,0.7463,,0.7464,,0.7335,,0.7206,
AIP,72.0,,,6.659999847412109,,0.5271,,0.5616,,0.5727,,,,,,0.7331,,0.6501,,0.5727,,,,,
AIPI,,,,40.04999923706055,,0.2048,,0.1845,,0.2922,,0.3626,,0.4329,,0.3174,,0.2435,,0.1091,,0.39,,0.671,
AIQ,,,,36.869998931884766,,0.2224,49.0,0.2211,66.0,0.3176,73.0,0.3133,,0.309,,0.3222,66.0,0.2371,71.0,0.288,70.0,0.297,,0.3059,
AIR,114.0,,,53.459999084472656,,0.1486,7.0,0.2334,24.0,0.3253,28.0,0.3218,24.0,0.3182,23.0,0.4668,75.0,0.3586,64.0,0.3482,44.0,0.3672,50.0,0.3862,57.0
AIRG,268.0,,,3.75,,0.7312,82.0,0.9057,95.0,0.8507,87.0,0.8892,93.0,0.9276,94.0,0.7126,83.0,0.7074,87.0,1.2543,100.0,1.0909,100.0,0.9276,98.0
AIRJ,,,,5.0,,0.768,,0.8802,,,,,,,,0.8955,,0.9929,,,,,,,
AIRR,,,,69.6500015258789,,0.2274,,0.2525,,0.2497,,0.2938,,0.338,,0.325,,0.2595,,0.2484,,0.2782,,0.3079,
AIRS,48.0,,,2.1700000762939453,,0.6531,,0.9652,,,,,,1.3644,,0.9997,,1.0373,,,,,,0.9844,
AISP,62.0,,,3.890000104904175,,0.6455,,0.6251,,0.6409,,2.7295,,4.8181,,1.3392,,1.3301,,0.6189,,1.9616,,3.3042,
AIT,92.0,,,243.27999877929688,,0.2981,70.0,0.3129,82.0,0.3789,80.0,0.3732,78.0,0.3676,74.0,0.4124,88.0,0.3179,84.0,0.3155,67.0,0.3274,71.0,0.3393,73.0
AIV,66.0,,,7.909999847412109,,0.1347,21.0,0.2029,49.0,0.3329,61.0,0.4772,83.0,0.6215,92.0,0.2811,64.0,0.2837,68.0,0.4177,80.0,0.3827,70.0,0.3476,62.0
AIVC,,,,43.45899963378906,,0.2855,,0.1425,,0.3726,,0.3406,,0.3085,,0.405,,0.209,,0.3378,,0.3245,,0.3112,
AIVI,,,,46.17250061035156,,0.1156,,0.054,,0.1726,,,,,,0.1846,,0.0863,,0.1195,,,,,
AIVL,,,,106.16510009765624,,0.1176,,0.1087,,0.2044,,0.181,,0.1575,,0.1916,,0.1196,,0.1579,,0.1662,,0.1746,
AIYY,,,,4.760000228881836,,0.3491,,0.2577,,0.2238,,0.7044,,1.1849,,0.6507,,0.5199,,0.2238,,0.8934,,1.5629,
AIZ,79.0,,,192.7400054931641,,0.2075,56.0,0.1943,57.0,0.3501,86.0,0.3696,89.0,0.389,90.0,0.2859,72.0,0.2487,75.0,0.2525,65.0,0.2812,75.0,0.3098,82.0
AJG,91.0,,,320.69000244140625,,0.3306,91.0,0.2502,86.0,0.2728,84.0,0.2845,86.0,0.2963,86.0,0.2495,77.0,0.2324,80.0,0.233,73.0,0.25,80.0,0.267,84.0
AKAM,70.0,,,80.58000183105469,,0.2628,46.0,0.2755,54.0,0.7698,96.0,0.7732,96.0,0.7766,96.0,0.5403,82.0,0.3303,64.0,0.3617,51.0,0.3756,55.0,0.3895,57.0
AKBA,49.0,,,2.4100000858306885,,0.364,20.0,0.5017,31.0,0.9957,61.0,0.8994,50.0,0.8031,39.0,0.8827,69.0,0.6643,40.0,0.8588,39.0,0.831,34.0,0.8031,32.0
